id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"The aim of the progressive activists is to promote the minority of those people's opinions and make society much more equal and have a kind of equal quality of life. So we also have a different solution today. So first of all, I would like to refer to the opposition side and then compare why our society government is much more superior.",introduction,0.0,25.9,
2,3,8,"So first of all, sorry for OO. I would like to say that like they mentioned that like minority will be saved by progressive ideas or those kind of things. However, this is not that unique so much. Why? Because like taking this motion, it is something that is consistent to opposition cases. But like in OP's case, OP benched the minority's opinion or those kind of things.",independent_rebuttal,25.9,50.9,
3,9,14,"Minority of people's environment would be much more diverse in OP's case. Why? This is because even if, even besides the fact that those kind of minority's policies or those kind of things, it's unlikely to be abducted. But however, this comes in from those kind of conservative rhetoric, which means that it's likely to have a backlash towards this kind of progressive activists more likely. So which means that it entrenches and strengthen the level of like unlikelihood of like enacting those kind of policies for minorities.",independent_rebuttal,51.6,90.1,
4,15,15,"And like moreover, it's likely that more minority people on the ground will be discriminated.",independent_rebuttal,90.4,95.3,
5,16,18,"And on the long term, it is a matter of like protecting those kind of progressive activists and change the society and make the society something that those kind of progressive activists are wanting for. For example, like for environment or for those kind of animals, which means that like for them, it is satisfactory if they could achieve something that they can like satisfy with by its changes. So which means that it is crucial to get conservative people's vote or those kind of agreement from the majority.",point_of_main_argument,95.7,133.6,
6,19,19,"So which means that like in our work, it is impossible to both and it's impossible to it will enhance or like strengthen the discrimination towards minority and also like make it difficult to enact those kind of policies for minority.",independent_rebuttal,133.6,152.5,
7,20,23,"And furthermore, I would like to say that I think we're going to have like backlash or this kind of gap between the reality and narrative. However, this is not the important place. Even if like minority have kind of disagreements towards being conservative rhetoric, it is the matter of like whether minority people can get attention from majority so that they can have a reason likelihood to achieve or accomplish that kind of policies. So which means that those kind of things is not that sort of unique in the art work and it is really, really difficult to protect those minority in the art bench.",independent_rebuttal,153.2,194.4,
8,24,28,"And also they can say in the CEO, there is a mentioned ideas that is integrating ideas or those kind of things. But imagine that is not something that integrate ideas. So it is not the matter of like integrating because like it is rather kind of things conveying this kind of progressive ideas towards the lens of the conservative to get attention from conservative proposition, get advocacy from those kind of conservative things. So which means that it is not the kind of things to integrate ideas that can be expressed in a conservative way. It is so unique that the CEO lacks in.",independent_rebuttal,194.8,236.4,
9,29,29,And so which means that the CEO's stances and argumentation is not stemming at all because they failed to prove of this point.,independent_rebuttal,237.2,246.8,
10,30,33,"And lastly, I would like to mention why we are standing much more superiority rather than opening government. So I think opening government failed to crystallize how the kind of progressive people's opinion will be reflected and recognize how it can be benefit as a society. As my team member, my team member illustrate of how like minority opinion will be reflected to the society and those kind of get more attention to get more attention and like have raised a quality of life. So which means that it needs to be elaborated on the point much more in longer sense and much more like illustrated in micro sense.",point_of_comparison,247.1,292.1,
11,34,36,"And furthermore, our team is standing much more superior. This is because like how we explain further how the minority stigma will be eliminated. So this is the point that is left by opening government.",point_of_comparison,292.1,308.7,
12,37,38,"And so which means that like our team, the closing government clearly told you how the idea would shift to something that can benefit for both majority and minority. Because in case of minority, their idea will be more likely to reflect and also be more likely to execute because having a purpose that has the support from the majority is likely to enact.",point_of_comparison,309.2,346.7,
13,39,41,"So which means that the goal of this motion is that it is really important for the most important thing for progressive activists is to change the society and shift the society to something that is the aim for. For example, if it was like gender, they hope to achieve something in the society. So which means that in the upward, it is unlikely because they're going to be this alienated from those kind of minority and the majority are just going to have a conservative way.",point_of_comparison,346.7,383.2,
14,42,43,And also we told you how the quality of life of minority will be raised in our NCO. And this is not something that is explained by opening government.,point_of_comparison,383.5,399.9,
15,44,45,"And also, lastly, as the reason why we are winning against opening government is that we told you how it's also going to benefit majority as well. So we are so happy to hear those.",point_of_comparison,400.2,415.2,
