id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,1,4,"So first of all, I would like to start my speech with a key piece of framing that both sides so far have missed, which is the idea of a political party. Like, a political party wants to win a majority. They want to be represented. But in order to do that, they need to win the median voter and have actual power to be represented.",introduction,4.1,22.7,
2,5,7,"Taking that into mind, I would like first to move on to rebuttals, especially towards closing opposition. So closing opposition makes this claim that the race-based political parties are uniquely and so good representing the minority and that there is no other way to actually represent this minority. However, we would actually like to argue with one of our main arguments that will be at the stage later on, on why on their side of the house, they're not actually protecting the minorities, but they're actually portraying the idea of populism in a dangerous way.",independent_rebuttal,23.3,55.2,
3,8,10,"So taking into consideration the framing I gave you, these political parties want the majority, of course. So by on their side of the house, by them focusing on just race-based, very specific goals towards very specific groups, they fall into the idea of populism, of pinning groups against each other. Because of course, if you want to win the likeliness of a certain group, this group might have ideas that clash with other groups.",point_of_main_argument,55.2,78.3,
4,11,17,"They also, both sides, like opening opposition, opening government and closing opposition, have also failed to address the fact that race isn't only based on the way you look, but it's also very culturally tied to many stuff. So of course, these people of different cultures, they have different ideas. So you as a political party, you want to pin them against each other. You want the majority. So if you win one of the majority of these minorities to move yourself to the point where you get more votes, you're going to do that. But this implies populism, and it's dangerous.",point_of_main_argument,78.3,107.9,
5,18,22,"Because instead of focusing on gathering people together, you're only pinning them against each other. And it's something that Donald Trump has been doing. Whether you like it or not, the Republican Party, opposite to what opposition has said, that it's not really race-based, you can actually tell that they're actually race-based. Because they focus mostly on white, conservative people, and that's fine. You can see it, yes?",point_of_main_argument,107.9,126.6,
6,23,26,Where do you draw the line? From which part is race-based? From which part is not race-based? Can you clarify?,poi,126.6,130.8,
7,27,28,"So race-based is basically catering to our specific group, like what they're wanting, their needs. Not race-based, it's just focusing in general.",definition,130.8,138.0,
8,29,36,"The problem with the narrative on opposition side is that race is so important. But they're also portraying this idea that different races have different rights and needs. Whereas on our side of the house, we're not segregating people by saying different race have different needs. Yes, let's take their case that, oh, there's discrimination against certain groups and whatever. But that's more of something social. And actually, on our side of the house, it's better for the parties to just say, everyone who is discriminated or everyone who faces certain segregation can have these certain rights if they support our political party. Whereas on their side of the house, they're only focusing on one group instead of trying to unite the people in the society in general. That's why on their side of the house, there's this unique harm of populism and just trying to beat people against each other.",point_of_comparison,138.3,182.2,
9,37,42,"Whereas on our side of the house, since taking again the framing I gave you, the political parties need the majority of people. But they cannot focus on only one group. They need to cater as much groups as possible. Therefore, on our side of the house, the risk of populism is eliminated. And the impact in society is actually like people will have to be united. This political party will have to cater to the majority because since they can no longer just try to go for one and use populism for themselves, they need to actually gather the majority in a more natural and universal way, like trying to promote the rights of people instead of just focusing on claiming that certain groups have better priorities compared to others.",point_of_comparison,182.2,219.7,
10,43,46,"And also, another unique harm on the opposition side is how they're trying to say, we need to protect certain minorities. But what happens with the political party that only focuses on one race and claims that other races don't need to be helped at all? On our side of the house, that will not happen. And instead, more minorities will be represented.",point_of_comparison,219.7,238.1,
11,47,48,"So again, trying to delve into it more, they also say segregation is symmetrical. However, on their side of the house, this segregation is much worse because the idea of politics, they should not be race-based.",independent_rebuttal,238.1,251.0,
12,49,50,"We believe that on our side of the house, race-based political parties cause more harm than good because of the idea that you're trying to just make it something about race and culture instead of embracing the uniqueness of multiculturalism within these societies. Because this multiculturalism can actually, on our side of the house, help the people establish better policies, but without creating this sense of resentment towards others.",point_of_main_argument,251.0,274.3,
13,51,53,"Also, the opposition side doesn't really talk about how about some races feel bad about certain political parties establishing specific policies for those races that they're catering towards. This is going to cause a sense of resentment. This is a sense of resentment that on our side of the house, we eliminate, and this is something that the opposition has failed to address.",point_of_main_argument,274.3,294.8,
14,54,55,"They're simply saying that this is the best way for a minority to be represented. However, on our side of the house, I also mentioned to you why these minorities still get to be represented, because it's in the best interest of the political parties, for it's how they represent this minority, what matters.",point_of_comparison,294.8,309.6,
15,56,59,"On their side of the house, they're only focusing on specific groups, which further provokes segregation, which of course, this segregation is bad. And on their side of the house, they're trying to say how this segregation is going to help the people actually be better and whatnot. But on our side of the house, it's eliminated. There's no way for these political parties to abuse some of these minorities to get the majority and just pin them against each other and cause more harm overall.",point_of_comparison,309.6,335.4,
16,62,65,I think populism is not unique to this policy. I think populism is going to happen anyways. Why does it seem increasing? Why do you think that doesn't matter?,poi,340.6,349.3,
17,66,71,"So a clear example of populism right now is with Donald Trump carrying it towards white people. He's trying to pin the majority of this race towards others. They're saying the rights of the white people are more important. For example, ICE, they're deporting people. They're trying to create this narrative that the white people are being suppressed, their jobs are being taken. And it's dangerous because it's a race-based party, like if you see it in this way, because they're catering towards this specific group and they're pinning the majority against other groups.",point_of_main_argument,349.3,376.3,
18,72,76,"It creates a further sense of segregation, whereas on our side of the house, if we were to eliminate this race-based political parties, it implies that they cannot cater towards a specific race. They just have to focus on, oh, instead of counterfactual orders, I will be like, instead of Donald Trump saying Hispanics or other types of people are stealing the jobs of white people, they might just focus on there's a lack of jobs in the market. Because we ban them from being race-based. We ban them from just catering towards one race. So therefore, it's better on our side of the house because there's no populism.",point_of_comparison,376.3,408.8,
19,77,78,"Because populism just creates more racism and segregation and creates more gay crimes, no thank you. And overall, it just creates a more abusive, violent environment compared to opposition.",point_of_comparison,408.8,416.7,
20,79,82,"Opposition just claims this is the main way to help people and do the best for the people. But on our side, specifically on closing, we explain to you why their side has the problem of populism, which is something that opening government fails to mechanize and didn't really provide the impact that I have just provided you. The real impact on our side of the house is there's no populism, which is the core idea of why it's so bad and it's going to cause further damage within society. Thank you.",point_of_comparison,417.0,446.6,
