id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,0,more easier under understandable impact on saying that for as for students just learning about the history in a way that we've learned mostly about in the historical individuals it's just more easier to understand and easier to follow and I think that just meets the basical principles and obligation of what school needs to do in order which needs which needs to do which is to teach them their students about how to study in that like how to learn correctly about history and let all the kids understand the fundamental knowledge.,introduction,0.0,29.9,
2,1,13,"First let me explain what Opposition and Opening Government gave us. I think that Opening Government mainly gave us about how history is biased and all these type of things. I think that this is asymmetrical on both sides. History is anyways biased. What we have to focus on is what we are given inside history. Yes, I know that it is biased but that is both on both sides. Is that asymmetrical on both sides? So what we can do inside today's world is to interpret what is actually out inside the world. In Japan we all have basically the same textbooks and we interpret that. We're taught about that. So I think bias doesn't really matter in both ways. I think that even if we teach about it in government's world, there's still going to be bias anyways. So I think that's out of the state.",independent_rebuttal,30.3,74.6,
3,14,19,"With that being said, let's go on to our main points. I'd like to start first talking about some setups. I think one thing to note here is as I clarified that what we're talking about is about historical big grand figures. It just means people on textbooks like Donald Trump, about Hitler, about Akechi Mitsuhide. These people who have some sort of painting or drawing inside this textbook. We all know that he or she was an impactful figure inside history.",definition,75.0,106.3,
4,20,34,"What's our framing here? I think this is a sneaky framing coming from opening opposition, but I think that the scope of this debate is about students and schools inside elementary and middle school. I think that in this debate, this is a consensus that in history we have to learn about both historical figures and the historical context behind that, whether it's social or all these types of things, what opening government is trying to say. I think everyone inside of Cisco, even in both worlds, know that this is an important factor. Therefore, to learn history fully, you have to learn about both metrics and both sides. I think this is going to be done in high school and university, which is out of primary education. In high school and university, that is a place where you learn more deeply about what actually history is for researchers or just to have a deeper view. I think in that situation, both historical figures and historical context is going to be teached in this. Therefore, the delta in this debate is about elementary and middle school students, where they learn about fundamental things about history, which is pulled by the government and said, you should teach this. These governments tell these schools that you should teach this in primary education. In these sorts of times, also inside opposition, we're going to teach them more about who was the important figures inside history, rather than saying, oh, the context was this, the background was this. Therefore, it led to this individual coming down. I think that our world, where we teach individualists, that history is mainly divided or fragmented by historical figures is way more important and easier to understand. I'll be explaining that in my argument. Therefore, the implication here is that this main scope is about middle schools and elementary schools, and I think that taking the opposite side is way easier for them to understand.",definition,106.3,226.6,
5,35,39,"With that being said, what are our substantiates today? I think that, as I've been repeatedly saying, it's easier for these school students to actually learn history and more understand it to a degree that schools want their students to learn about. Just one additional piece of framing about the obligation of schools. I think that governments have also said this, but schools' obligation is to try to teach their students, for example, the curriculum that is supposed to be taught, and let their individual students actually know about that, and actually have a full understanding about what needs to be taught. I think that schools will do their best to try to teach individuals the best way, or the best way to do it.",definition,226.6,271.3,
6,40,42,Which history do you think is more accurate? Could you answer that? Is it truthful to teach?,poi,273.6,280.5,
7,43,46,"I think that accurate and more deeper, as I said in my framing, is going to be taught inside high school and university systems. But we're not going to teach, for example, this is intuitively understandable. We're not going to teach the deepest things about history inside elementary. We're going to just teach them the basic, the outer framing of history, and I think that leaves off their impact, so I think that it's more understandable for these students to learn in the long term.",point_of_main_argument,280.5,304.7,
8,47,53,"With that being said, what is our first argument? First, what I'm going to say to you is why focusing on individuals is going to be more understandable. First reason here is that historical events are actually based on people rather than context. For example, just examples, it was Hitler who started World War II because he went on to go on against England and all these types of things. But also it was Koyotani Hideyoshi that conquered Japan and all these types of things. Therefore, historical figures are the ones that are the tipping point of some sort of events that happened. Yes, there are contexts that were in the past that made up for this event, but it was the figures that actually changed the world and changed how it is going to be like.",point_of_main_argument,304.7,349.9,
9,54,61,"What is the comparative though? I think on the government side of the world, you have to teach students all the background factors of what happened, what led to Hitler actually attacking Russia and attacking France and all these types of things. But the hard part here is that there are multiple factors that account for this. For example, in World War II, it wasn't just Hitler's malicious incentives, but it was also the debts that Germany had because of World War I and all these types of things. There are so many factors that actually affected this. It's just un-understandable for these primary school students to actually understand. It's just more easier to say that Hitler was the one who was in the power of Germany, who did most of the wars. It was America and Japan who actually fought inside this world.",point_of_comparison,349.9,405.6,
10,62,68,"The impact here is that students can actually understand history easier compared to their government office, government counterfactual. I think this is intuitive because, for example, in Japan, a lot of elementary schools love single-commissioned warriors inside Japan. They're like, oh, I love Koyuko Mishida. Oh, I like Asuke Jimitri and all these types of things. They just make them more eager to learn this history. I think that the main impact here is that, because on our side, we can substantiate the fundamental things that we want, we have to learn inside history. I think that is just more feasible or better inside government's opposition to counterfactual discovery.",point_of_main_argument,405.6,443.0,
