id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,6,"Our goal is not only to protect the nation, but also to fight against terrorism. So, ladies and gentlemen, it is an honor for me to be here and speak. So, I will do my best. So, I have three points today. One is that the government's role is a safe citizen, but safe citizen doesn't mean a fool when we take and watch for. The second is that this plan, so the payment paid for the terrorists, it means that the opposition side is totally against our government's role. And third is that this plan certainly contributes to our government's role.",introduction,5.1,56.2,
2,7,11,"So, let me explain it one by one. So, before that, I have to define this motion. This housing is that of the whole government. As the government told us, we criminalize the payment for ransom to the terrorists below. So, terrorists below, yes, please imagine about the earrings I attend to at home.",definition,56.3,76.1,
3,12,19,"So, let me move on to my point. First is our government's role. I think that maybe in this debate that safe citizen is the consensus of the state base, but safe citizen, what does it mean? It's completely different in these two sides. So, maybe they said that safe citizen means safe hostage, but this is individual. Our means of safe citizen is the safe mass citizen. It's not individual, but societal level.",point_of_main_argument,76.3,110.7,
4,20,28,"So, we government put priority on the mass citizen, not the individual citizen, because the government's kind of job is making the happiness life of the whole nation. In order to achieve this goal, we have to set up a very easy and peaceful society. So, if the system of society will collapse, we'll never get the happy life. So, in order to set up the healthy society, what we need is the citizen. So, mass citizen, not individual. In this point, we put the priority on the non-individuals, but the mass. So, the society system means that only we go shopping to our town, or exciting the building life, so work hard, sleep peacefully, and go overseas like that. We can enjoy ordinary daily life. I think that's the ultimate happiness in this world.",point_of_main_argument,112.9,182.4,
5,29,38,"However, the second point is that the payment for the ransom is certainly against this goal. So, A is that pay to the terrorist group, if it can talk to the government to fill in this kind of list. Because once we pay to the terrorist group, they'll return our jobs. Yes, we can get the money from the government. So, why does the terrorist group do kidnapping or get hostage? It means that they want money. So, ISIS and so on is a very isolated organization. So, they are very struggling to deal with that money. So, in order to get money, they kill a kid, kidnap a kid, get hostage, and get money from them. So, if they recognize that from our government they can derive the money, so they do again and again so that this kind of list of being hostage will be certainly increased.",point_of_main_argument,182.4,255.4,
6,39,42,"The second point is that to get money means that to cooperate to the terrorist group is certainly necessary. So, this kind of terrorist group is certainly an anti-social group, so that it tries to destroy our peaceful or healthy society. Also, it gives them the money to buy weapons or payment for the aid and so on, so that it can certainly be a power to the ISIS and so on. So, in two points, payment for the terrorist, it is certainly against our governmental law to protect our health and society.",point_of_main_argument,255.4,309.3,
7,43,47,"However, third point. So, this plan can be solved progressively. So, do you mean that you want to make those victims of ransom? Do you kind of make victims of kidnapping? Do you neglect those victims of kidnapping rather than potential hostages?",independent_rebuttal,309.3,330.0,
8,48,51,"So, one is that, after I've explained to you that this kind of list of hostage keeps making thousands of victims, the second is that we actually criminalize the payment, but other kinds of ways. For example, co-avalanche. So, a few years ago, when our Japanese Japanese were hostage by the ISIS, we were co-avalanched by the Turkish government and tried to save them. And like this kind of way, we ordered it.",point_of_main_argument,330.0,360.7,
9,52,52,"And the third point is, even if actually we cannot actually succeed in this kind of success, even though, we were ordered in a mass citizen, rather than individuals.",point_of_comparison,360.7,379.4,
10,53,57,"So, third point is that, after taking this proposal, A, the list of the target hostages suddenly decreased. Because, as I said, the incentive of the kids living as hostages is the money. If they recognize that, even though we do keep kids living as hostages, we cannot get that money, then we stop them in such kind of inefficient way. Because they cannot get money. And, in such a way, we can decrease the future number of victims of the hostages.",point_of_main_argument,379.4,419.6,
11,58,60,"The second B is that, to decrease the ISIS's money, so that it suddenly decreases their money to buy weapons or salaries for the army, so ISIS can get weaker and weaker. We can destroy the society's written power itself. According to this, we can achieve the whole system's work.",point_of_main_argument,419.6,441.8,
