id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,1,1,"First, I want to say, it's a very special, as my first speaker said, it's very special or very specific circumstance when we have to worry about this motion, and I will further explain the situation.",introduction,4.6,23.5,
2,2,2,"Second, I want to rebut that in their side of the house, their solution cannot solve the problem that emerges when we have to worry about this motion.",independent_rebuttal,24.6,38.6,
3,3,8,"The proposition of the government side says that there's a variety of race, but it's not always the case. It is actually, more specifically, we have a variety of society, maybe some society only has one race. And what's the difference between a race, well, when we have to worry about, like, there is some race-based political party, it's when a race in a society is oppressed, and this agenda is very important in this society. In this time, we have to worry about it. And as my first speaker said, a race is that rank ethnicity, and usually the states play an important role to rank the ethnicity. So what we are talking about, when we have to worry about this motion, it's actually the society, it's like, there's some race are highly oppressed, and they can't kind of voice out through the parties that does not represent themselves.",definition,43.9,122.9,
4,9,12,"So, imagine, in their world, the race-based political party is banned, and they can only to achieve their goal, to like, certain freedom of rights when they are highly oppressed, through the majority, like, through those parties. And those parties, within those parties, they are still minority. They won't care about their interests.",point_of_main_argument,122.9,167.1,
5,13,16,"And the saying is that, they will care about their interests, the minority's interests, because they have overlapped interests. I think it's just unlikely to happen. It's like, just like coincidence. Like, just imagine, if there's two majority parties, major parties, in a nation, and you are a minority group, and both parties don't care about your right, why they would have to care about your right?",point_of_main_argument,167.1,202.2,
6,17,19,"For example, like, and also, the deputy prime minister says that the situation in the US, and the president, it is an entirely different situation. In the US, we are currently highly oppressed. There is some oppression, but it's not highly. Yeah, please.",independent_rebuttal,202.2,229.4,
7,20,27,"Oppression is happening on a daily basis, and there is a perpetuated disparity of resources. So it is likely that race-based parties wash out most minor parties' voices in normal situations. So what do you think about this point? Can you repeat the last sentence? Like, it is highly likely that race-based parties wash out the voices of most minor people. Wash out the most minor people? The majority of, the major parties? Like, the most minor race people's voices would be not heard by the black-based parties.",poi,230.7,272.7,
8,28,32,"Oh, I understand. So, I mean, so, I don't, I mean, sorry. It's like, they can have their party, but they still can't have a party. I don't see the problem here. So maybe I misunderstood a little bit.",independent_rebuttal,272.7,296.9,
9,33,36,"But what I want to say is, it's like, it's like, just saying, why there is no white race, white-based political party in the US? Because they are already majority. They don't have to create a white-based party to voice their, to convey their opinion and vote. This kind of race-based political party exists, it's simply because they can't convey their, you know, cheat their votes, voice their opinions out, so they have to party.",point_of_main_argument,296.9,339.9,
10,37,41,"And also, I don't see, this motion is like about, this is how we'll bend. It's not, I think your side of the house is just saying, this will be better. But I don't see the point that, like, we can't bend. If it's better and we don't bend it, you know, like, people will do this instead, not do our side of the house. If you bend it, that will be, like, in our side of the house, if you bend it, they will, like, the party that not race-based, in this situation, will overlook the right of the so-called minority.",point_of_comparison,339.9,369.0,
11,42,46,"So, yeah, and, you know, the precedent example, we don't think that the only purpose of a party is to, you know, to be elected as a president. And also, you know, you don't have to, many people don't, many parties do not participate in the election of presidential election. And the purpose of political party is simply that people who have the same goal, they want to chase the same goal or have, you know, and the party can represent a group of people. And if you, like, bend them to chase a goal to, like, gain some right for their race, that is absolutely, like, ridiculous to bend it. So, with all the reasons above, proud to oppose.",point_of_main_argument,369.0,425.9,
