id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,1,15,"So there are mainly two things I need to say. It must be the first is that first is a rebuttal to the opening opposition. This is our main extension. And the second is our main extension. I think this is very important. Also, this is a new argument coming from the only issue. And I think this is more important. And actually, I'd like to talk about the global issue point. This is some part of the issue. However, I think the OG missed a point of why some people have the incentive to opt-in application or why people use it. So application, so they just talk about they, people around you will use it. Therefore, they have the incentive to use it. However, I think this is very sort of explanation. So I'd like to talk about it. Three.",introduction,2.1,51.1,
2,16,20,"And the first is a rebuttal to the opening opposition. Now, further speak of the opening opposition, I mean, talking about interview creation, social pressure because many people will use it. However, I think in the first place, it's the people and those who use the machine application have really, really, so it, really, really, so what is there, I think, I think if the government support, supports government to subsidize to this application, I think not, so majority of people, like eight out of 10 people use our data. I think, you know, like five, out of five people who use it, how many people use it? I think, therefore, in the first place, so the social pressure or those narratives, those strong narratives will not be created in the first place to begin with.",independent_rebuttal,51.7,96.1,
3,21,30,"And then, secondly, I'd like to talk about why, so that discrimination were likely to happen. And also, I think, okay, so because I think they have some romantic affection towards their partner. Why this overrides the power dynamics between the people from the developing country and the developed country? Because they, because if you do marriage or you need to date with foreign people, it overrides the huddle of the language, culture, so the role of the background or races is also different from yours. Therefore, so if you want to date, if you want to do, so I think, so we can suppose you and that people have some strong incentive or strong affection to date with those president or marriage with partner. Therefore, I think they have romantic affection or they have love towards your partner. And therefore, not to use them as a tool at all, to use them as a tool or bring up their children. So they will treat them as a sort of fair, as possible, as fair. Okay, therefore, so I think that discrimination is not likely to happen enough, so easy.",independent_rebuttal,96.1,174.5,
4,31,35,"And, okay, so, and also, secondly, I think that people who date with the developing country, people from the developed country also know, so if you do, if you treat them, you treat them as a tool, you're going to be broke up. And at that point, you will do a lot of, use a lot of time or cost. This is called a sunk cost. Because of the existence of the sunk cost, you, your sunk cost of remembering the words in foreign language or English. So because of this sunk cost, you will not treat them so as a tool, easy.",independent_rebuttal,174.5,223.0,
5,36,38,"And then secondly, so secondly, they mentioned about that, where some, there are like family pressure about that. So in the first place, in the first place, I already told you, if you do that much application because of your free will, and therefore, you are detached from your family pressure or something said, you can't do that. Therefore, there is no problem.",independent_rebuttal,223.0,248.0,
6,39,45,"But therefore, me, so I'd like to move it, or I'll make point, why is it good for the people from the developing country to date or to live freely? In the status quo, the people from the developing country have very hard to find out those people to marry. And also, for those people, I think it is much harder to live in today's world. For example, in Japan, it is very hard. Why? What kind of harm they will tell, they will have? There are three harms.",point_of_main_argument,248.0,281.8,
7,46,49,"So, in the first place, they work to the country as an immigrant, or the work mode, so I think they do not have some valid visa. And then B, because they have less confidence of their speaking ability, speaking ability, and speaking ability, they have less confidence. And C, they are seen as strangers because they are, because I think that immigrant discrimination is happening in today's status quo. Therefore, they are likely to feel mental problem.",point_of_main_argument,281.8,316.6,
8,50,56,"And secondly, they cannot work harmoniously or communicate with the original country, the people, the citizens. And there are some kind of, some difficulty of the communication, or they will refuse to work with those people. I think this is a very huge problem because, why this is a huge problem? Because, why they could be the homeless if they met a problem, or probably quit the job? And secondly, it will lead to some past social order. I think it is very important for the government to make, to the country, they need to protect the social order, they protect the, make the society, which, where people can live harmoniously, everyone can live harmoniously. Therefore, government have the responsibility to subsidize it.",point_of_main_argument,316.6,365.9,
9,57,62,"However, in our counterfactual, the marketing application will provide them so unique opportunity for them to marry, or to find a partner. This could be a safe place because if they have to find a partner, those people will support you. This could be a big, big, safe place. Therefore, they have more, some mental satisfaction and mental serenity. I think this is very important. Important for the immigrant people.",point_of_main_argument,365.9,400.4,
10,63,71,"Secondly, I'd like to move on to some diversity. So, the diversity. Why people in the status quo have hesitate, hesitate to, to, to, how many, to hesitate? Because simply, if they have the hesitation towards learn English or learn other language. However, people, all of the people have the motivation to find out the very, very beautiful black women who are proud of their girls. They have motivation to do romantic relationship. Therefore, even if they cannot marry, they have the opportunity to communicate with them. As an impactor, they can get used to foreign people and they can learn English. This is very important to what they are diverse.",point_of_main_argument,400.4,450.0,
