id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,1,"I don't know if you know that in the recent debates, she talked about how political activists can generate a couple of alternative ideas, in terms of doing something, like focusing on at least opting A's to challenge unfair systems and use foreign policy as justice. But when they try to borrow conservative ways of speaking or take action in a conservative way, it can seem like they are accepting some of the old values and ideas of the conservative faction.",independent_rebuttal,0.0,49.2,
2,2,4,"When it comes to religion, like Christian religion or Muslim religion, I don't know if you can really say that they are, like, violent, and they are no good either, and who are bad. For example, like, how LGBT people, or minority LGBT people, or inter-ethnic people, or every gay, like, LGBT people, like, gay, trans, it's like a devil, like, I don't see it. And they also talk about, like, how they should be punished or outcasted.",point_of_main_argument,79.2,113.7,
3,5,7,"So, what you're trying to find, for example, is the people who take the basis of their conservative ideas to religion itself, it's going to cause confusion when they try to integrate it. Integrate it together with the positive ideas. So, like, this is just about, like, words, it's about the words that they present and the power they can.",point_of_main_argument,113.7,150.7,
4,8,10,"So, that's why the professors will try to talk about, like, the positive groups who might be attacked based on their identity and beliefs. Because it also brings up the issue of confusion. Like, they will have confusion about their beliefs and their identity when trying to revolutionize the conservative ideas and words.",point_of_main_argument,150.7,191.5,
5,11,13,"So, these professors would take the positive groups to be threatened or attacked. Like, if you do an attack against this group through confusion, and they will try to ask themselves, like, for all these words, if they are right or wrong. So, they have, like, a strong sense of believing from their identity and their beliefs themselves.",point_of_main_argument,191.5,225.0,
6,14,16,"So, it will create a cycle where, you see, people try to adopt conservative ideas and positive groups will try to, like, get startled by these ideas. Also, they might react against the words or their thoughts more. And it will cause, like, divisions among people, like, between the positive sides and the conservative sides.",point_of_main_argument,225.0,253.6,
7,17,19,"So, in the conservative side, there might be people who have beliefs in the conservative ideas, in the old ideas. And also, in the progressive side, there might be some people who believe in the conservative ideas and also tries to adjust to the conservative ideas by being progressive. So, because of that, the people who actually support the progressive ideas and try to find ways to get justice and end inequality, they might lose trust of all the people who try to advocate for inequality and justice.",point_of_main_argument,253.6,299.0,
8,20,20,"So, for the positive people, they will also lose trust and they will question the progressive ideas because it doesn't go along with their original beliefs and traditional views.",point_of_main_argument,299.0,317.9,
9,21,22,"Also, I will give you an example, like, when you try to eliminate the positive ideas, it will become something like, let's say, a thing that is allowed with traditional views, but in the current setting, you can say, like, for something like gay intimacy, it is allowed, but it depends on the marriage itself because of the traditional views of the community. So, they will likely be single for the rest of their lives, which is actually happening in all the religious communities.",point_of_main_argument,317.9,368.4,
10,23,23,"Also, because of the traditional views, people will grow wary and constantly feel conflict among themselves, like, positive people will feel conflict among themselves based on the progressive ideas and progressive people will feel conflict among themselves based on the conservative ideas.",point_of_main_argument,368.4,392.4,
11,24,24,"Also, positive activists can be clearly on their ideas and messages for equality, like, also, they can actually put the words clearly, what they are trying to do, what they are trying to advocate, it will cause harm for their views and agendas.",point_of_main_argument,392.4,432.6,
12,25,26,"And also, it will create conflict that pushes their thoughts and their ideas because of the decision itself. So, that's why I propose that conservative activists shouldn't be relegated to positive communities.",point_of_main_argument,432.6,464.8,
