id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,4,"Three, two, one, go. So they are mainly facing. Firstly, I'd like to talk about why the progressive activist needs. And I think this characterizes it's very important to call. I think the progressive activist need to, in very minority, and also they are newcomers.",introduction,0.0,19.9,
2,5,8,"Because there are so many points. So the majority thought is existing on today's constitution or constitution. And also, this is hard to exist in kind of genital or in their electric, their ideas. But therefore, the progressive activist to empower or to take action of those things, it is very important to engage supporters.",point_of_main_argument,20.4,50.6,
3,9,11,"And also, in the status quo, there are very few voter bases or supporters or funds. And secondly, because of these reasons, they have less capacity to take action or to do movement. Therefore, it is important to accumulate a lot of supporters.",point_of_main_argument,51.3,77.7,
4,12,13,"Therefore, however, in the government side, I think it is very powerful. Because it will be more likely to cause backlash for the conservative people and also the very minority people.",point_of_main_argument,77.9,92.9,
5,14,16,"And the thirdly, so next, I'd like to engage in the all-or's argument, or opening a question, mainly talking about that because of the inclusion, so it will provide some excuse to any or justify them to criminalize the victims. However, so the fault or the missing point of the opening question is that the likelihood is very unclear. Because even if they include the advocacy, so they didn't explain about how people will internalize about the advocacy, and how they will criminalize or how they criticize the minority people.",independent_rebuttal,93.2,149.6,
6,17,19,"And so I think the progressive activists also have the incentive to cater to the minority. Therefore, to begin with, therefore, so they will more likely to think about how to integrate or how to integrate in terms of standing for the right of the minority. And therefore, it is unclear.",independent_rebuttal,149.6,174.1,
7,20,27,"Also, opening a question, mainly talking about some kind of the conservative people. So if the minority people in conservative area also can know about that existence, have an existence. However, I think the impact is also unclear. Because they're more likely to have some structural problem in the conservative area. So even if they know about the existence of the progressive activists, they have a lot of structural problems. And also, their parents or their friends have prioritized their house or their ideology. Therefore, even if they know about that existence, I think it is hard for them to cause action. Therefore, they will not likely to feel safe mentally.",independent_rebuttal,174.1,232.5,
8,28,29,"Therefore, I think it is more important to show why it could be. So therefore, it is more important to explain about how the movement or movement will be backlashed or movement will be less likely to success in the government cases.",point_of_main_argument,232.5,252.6,
9,30,33,"So in the first place, how they integrated about it? I think there are two analysis. Firstly, they integrate the conservative rhetoric for themselves or for the good for the conservatives. And the second one, second analysis is that they use the rhetoric is for bad for the conservative people.",point_of_main_argument,252.6,275.8,
10,34,42,"And why? So it is a likely scenario. So firstly, because I think they have some kind of, because I think in the first place, it is very hard to imagine about the conservative rhetoric. It kind of collaborates with their ideas. So therefore, they integrate these ideas to criticize the conservative people. Like, we are against about the patriarchy. We are against about the very old traditional customs. So therefore, so I think they are more likely to engage about, engage, and point out the doubt, point out the doubt, or point out some missing point, point out some kind of weak point in the patriarchy. So they will attack to the conservative people.",point_of_main_argument,275.8,334.2,
11,43,46,"However, that implication is here. So this will make some, that old trend is bad. And this will make some old trend seems bad for the rural people to get more supporters. So therefore, it is very counterproductive.",point_of_main_argument,334.2,351.6,
12,47,52,"So because in the first place, because they are progressive activists, so they're missing the, what is the value of that? Because I think progressive activists is a concept of the very young ages and people. And therefore, they didn't realize about the value of the patriarchy or those old values or conservative rhetoric. And so therefore, they are missing the real point or missing some important point of the patriarchy. They just did some superficially, so superficially rebuke to the conservative people. So therefore, it will be more likely to, so more likely to piss off some kind of, piss off the conservative people.",point_of_main_argument,351.6,397.7,
13,53,54,"So therefore, they are more likely to have some, feel some sad, or they feel they are discriminated, or they are rejected. Therefore, they have to do more like, more like backlash to rural people.",point_of_main_argument,397.7,410.6,
14,55,57,"And so next year, I'd like to talk about some, engage in the first analysis. So in the first analysis, they, if they compromise it to those, some older people, or some older fashioned people, so they will lose some, the actual supporter basis, because actual supporter think LGBT is very important, your core, the core right ideology. However, if they so support some other, they compromise to other people, so it is bad for the, okay, thank you.",point_of_main_argument,410.6,449.0,
