id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,4,"is saying, where do you get the money from? Why do you ever get this money? Why do these startups ever succeed? These are big questions that just are not answered, but also are incredibly important to be answered in order to access any of OG's benefits, which are again, things like actually benefiting the climate or actually benefiting the country in and of itself. Meaning in order for OG things to even exist, let alone take out OO, we need to prove basically two things.",independent_rebuttal,0.0,19.2,
2,5,7,"Firstly, why do you have better financial returns by specifically picking the developing world for this? And then secondly, why do you feel better as an investor?",introduction,19.3,26.9,
3,8,14,"Because OG tries to say this about, oh, you're just helping more people. But this is weird, right? Why would a capitalist care about helping more people? They just want to feel good, right? The only reason you invest into anything is because you want to feel like you have power, you want to feel like you're making some sort of change, you want to feel like you're doing something that is actually, whatever, affecting a lot of people and everyone is suddenly praising you, right? You want the praise and you want this sort of, let's say, ego boost. Insofar as that is the case, the biggest incentive of any investor is after getting money, necessarily boosting their ego.",independent_rebuttal,27.3,53.6,
4,15,26,"So we'll prove to you firstly why you get more money, secondly, why you boost your ego. But before that, I just want to make something very clear. Climate startups are not just environmentally friendly, sustainable, whatever opening up on it, right? Because even if that's one minor part of it, there are three far more major parts of what climate startups actually consist of. Firstly, this looks like preventative startups, things like green energy startups that make sure that climate just in general doesn't get much worse than it already is. Secondly, there are adaptive startups, things like startups that are creating water filters and things like flood preventions or flood filters or whatever, things that actually help people that are currently suffering from climate, right? Because it's status quo, we have over 80 million climate refugees, we have far more flooding, we have far more heat waves than ever before. Insofar as that is the case, climate is affecting people right now, and so climate startups are also trying to heal these people, give bandages to these people essentially, right? So these products are also under climate startups. Third thing that climate startups are, are restorative. This looks like carbon capture startups, this looks like battery creating startups, right? Things that are trying to now fix the climate to actually go back to the way it was in the past.",definition,53.8,116.0,
5,27,28,"Meaning, if opening opposition's case is only true if we're just making, I don't know, sweatshirts out of very nicely sourced cotton, then they're just very much wrong, right? Because climate startups are just a lot more than that, right?",independent_rebuttal,116.0,128.5,
6,29,41,"Now, why do we necessarily get better financial returns? Three things under this. Firstly, on the delta of demand, right? Because we're still unsure where do you have more demand and therefore more room for actually, you know, actually having your investment grow to fruition, right? I'll take you in a sec. Firstly, first reason why we have better demand on our side is because the impacts are just less, more tangible on our side, right? Note how climate is affecting people right now. So people are literally dying, my lady was right. People like I know from my school getting like far more of these strokes or ending up in hospitals, or like just my city being, you know, drowning in a flood. This stuff is far more tangible only if you're in a developing world, right? Meaning, the people on the ground only feel like climate is important if they see it being something to care about, right? The contrast is with the developed world, we never ever get to see any of this sort of stuff. The only thing you get to see is Donald Trump ranting about how all of this is a hoax, right? Meaning, from the get-go, the people on the ground are scared less about the climate in their side, more on our side.",point_of_main_argument,128.5,185.1,
7,42,48,"Second thing, it's just the corporate and political blinding that occurs uniquely on their end, right? Because there's far more political, far more corporate incentives to make sure people are just happy with whatever they're getting, right? This is like Nestle just saying, oh, we'll do something about our bad practices, but that's enough to make everybody shut the frick up and buy Nestle products, right? Note how this just cannot work in a developing world because people are actually dying, right? They're actually seeing the tangible consequences, but also politically speaking, it's far more imperative for the governments in power to actually do a lot more about the climate, at least say, or at least allow for more discourse about the climate, as opposed to in the developed world, where those four-year cycles will never ever see any sort of climate impacts, and therefore, climate is just politically, there's no political capital in climate in developed world, there's a lot of political capital in the developing world, so even if politicians can't really do much, that doesn't matter. Point is, they won't try and stop people caring about the climate, right? So clearly, people aren't stopped from caring about things that they are already caring about because they see the tangible outcome, right?",point_of_main_argument,185.1,240.7,
8,49,50,"Thirdly, people actually need a lot of these things, right? They need things like more hospitals, they need things like more energy, or more green energy, et cetera, right?",point_of_main_argument,240.7,248.3,
9,51,59,"So as far as all of this is the case, we should have a lot more demand on our side, but then secondly, why do we have a lot more capacity for these businesses to actually survive and thrive? Four reasons here. Firstly, because China is investing in critical industries in a lot of developing nations, right? So first, everyone is sanctioning the pick-up of China and making a lot of tariffs. The only way that China can actually get out of this and still sell their products is by setting up industries in other countries. It's happening right now. So they're creating things like solar power plants, not power plants, but like, what's the word? Industries that create solar power plants, right? Industries that create things like steel and iron and that sort of stuff, so that they can overall export this later on. Point is, now all of these startups have access to these fundamental resources, therefore they have a lot more access to things that are far more cheaper because China is funding this sort of stuff, right?",point_of_main_argument,248.3,289.3,
10,60,64,"Secondly, the demand is simply inelastic, right? Either you die or you buy these products. Either your family survives or you buy these products. Meaning people are willing to pay a lot for this sort of stuff. Only developing countries.",point_of_main_argument,289.3,297.9,
