id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,3,"I want to thank you for listening. Thank you, member of the government. Don't vote for a member who wishes to continue their case within seven minutes. Thank you.",introduction,0.0,12.9,
2,4,9,"Their goal was to save, but potentially kill, Massachusetts, and their policy is a driven by the payments that happen to terrorist groups. Okay, if you want to save the potentially killed Massachusetts, then why not kill the terrorist groups themselves, and even destroy the organization itself? If we can't directly air bomb, or directly attack, or stop, have an economic restriction, then we can actually, and we can comparatively decrease the power of terrorist groups. Then if those kind of power would be decreased, then those terrorist groups cannot kill those potentially killed Massachusetts, then their goal is achieved. We believe that their policy is not in this goal. That's why we believe, and that's why we're voting for them.",independent_rebuttal,53.0,97.9,
3,10,14,"So, before going to arguments, let me rebuttal first. So, before we go to rebuttals, I would like to analyze actors in this debate. There are two main actors we have to protect. First, it's the individual citizens who are being kidnapped. And second, those potentially killed Massachusetts.",introduction,98.8,116.0,
4,15,20,"Okay, let's go from the first actor. So, okay, in their paradigm, in order to say let's go, if the individual citizens were kidnapped by terrorist groups, they have only one way to save those citizens, that is to ransom them. And they told us that if we can actually cooperate with the government, they can achieve this. First of all, is that there is no change that can achieve this. And they said that Turkey and Japan actually cooperated, but in fact, those hostages were killed. So we believe that kind of government cooperation is meaningless.",independent_rebuttal,116.0,151.5,
5,21,26,"And why is that meaningless? And this is our second reason why we're rebutting this. Why is that impossible? Because the terrorist groups need money. If they need money, and then they have to exclude the government from the hostages, they will desperately kill those hostages from the government, and they have those incentives to have it, because they need money. So that's why we believe that even if the government cooperates, it's impossible to save citizens just by other means.",independent_rebuttal,151.7,183.2,
6,27,36,"So we believe that ransom is the only way to save those kidnapped citizens. Then, if we can realize those citizens, then those citizens will surely be killed. So we believe that those individual citizens are important. And why is individual citizens important? Because it is insurance, and they will certainly be killed if we don't pay ransom. Because the second factor is talking about the potentially killed massacres, we cannot understand the potentially killed massacres. And in fact, there are a lot of books out there, we believe that this is not inherent. But in fact, those individual kidnapped citizens are inherent. Those people will surely be killed. That's why we believe that it's important.",point_of_comparison,183.8,219.4,
7,37,44,"So after taking this plan, we believe that after taking their policy, what will happen? They said that the case of kidnapping will decrease, but we think that is not true. Why is that? Because kidnapping is a rather easier way to save those money. If we kidnap those people, then we can use those people from using or selling those people themselves, or use the foreign trade. And there are other ways of taking money other than ransom. So that's why we believe that even though we criminalize the ransom, those citizens will still be kidnapped.",independent_rebuttal,219.9,257.6,
8,45,48,"So that's why we believe that even if we take this motion, those individual kidnapped citizens will not be rescued. So we do not have to go to ransom. And if we can pay ransom, we can actually help those citizens. That's why we believe that to help individual citizens, we should not take this motion.",point_of_main_argument,257.8,274.3,
9,49,62,"Let's talk about the second factor, the potentially killed massacres. No, thank you. Their logic was that if terrorists can gain money, then they will buy weapons, and then they will kill massacres. Okay, there are two logics. And I would like to rebut those two. First logic was that if they gain money, they will buy weapons. Okay, the terrorist group who purposed it is that they have to kill people. So even though the terrorist group do not have money, they have to have money, they have to kill. So their attack is on the expense of the group member itself. So if they gain money, what will they do is that they will actually use the money for themselves. For example, under the current situation, people in ISIS are poor, so what they do is that they do a raid, or they rob something because they don't have money. But if they get money, then they can use that money for a living, and those inhumane crimes will actually decrease. So that's why we believe that in that case, those victims of that crime will actually decrease. Even those kind of zero-life manufacturers will be saved in that potential.",independent_rebuttal,274.7,339.2,
10,63,67,"Second, we believe that in the first place, if we stop ransom, those terrorists will not stop killing people. Why is that? Because their purpose is not, their purpose, first is that they have other ways to gain money, and second is that their purpose is to attack people, so they will not stop them. So if we cannot destroy the terrorist group itself, those people will not be saved at all. So we believe that potentially those massacres will be killed on their part in the first place.",independent_rebuttal,339.2,368.8,
11,68,70,"Okay, so what happens after taking this plan? Because we're action is that we destroy the terrorist group itself, and destroy the group themselves, we believe that if we directly attack and decrease the power of terrorist groups, then we don't have enough power to attack the people as a backlash, so we believe that those kind of potentially kill mass citizens will decrease in our part rather than their part. So that's why we believe that the criminalization of the ransom terrorist group is not relevant to the explosion of the terrorist group.",point_of_comparison,369.1,397.0,
12,71,72,"So how about our argument itself? Because we believe that in the first, individuals in the territory can protect them by paying ransom, and this is clear because if you pay ransom, they will lose individual citizens and go back to the government.",point_of_main_argument,397.0,412.1,
13,73,77,"Okay, so as I told you, individual kidnapped citizens are inherent, and if we don't pay ransom, they will be killed. Sure. Or, on the other hand, potentially killed mass citizens, we cannot expect how many people would be killed in the first place, and furthermore, we cannot even understand whether those citizens would be killed. So, I think, we don't think that amount is important, we believe that if someone would be surely killed, and we think that a potentially, not a potentially killed citizen, but rather the inherent individual kidnapped citizen saving those people is more important than a potentially killed citizen. So that's why I believe that we have to save the individual citizens inherently, and we don't think that all of those will be killed. If we pay ransom, we can surely save those people.",point_of_comparison,412.1,476.1,
