id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,3,So the prime minister said that the developing countries do not have the capacity to build green companies. They do not. They have more agencies than the developed countries to have green investment. But we do agree with this kind of premise.,independent_rebuttal,0.0,15.4,
2,4,12,"But we are saying that none of this responsibility goes to the green investor. It is the responsibility of the developed countries' government to provide more to the developing countries for their own betterment. For example, for the U.S., it is the U.S. government. They have the responsibility to pay back to the Maldives for all the damage they have done over the years, over the centuries. For example, for green investor, it is not our burden or it is not our responsibility to take care of the things that have been done by our government or other companies.",point_of_main_argument,15.8,52.5,
3,13,13,"Instead, as a green investor, what we want to do is that we want to create some kind of revenue, of course, and we want to make sure that we are getting the revenue from investing, from selling green products.",point_of_main_argument,52.6,66.2,
4,14,17,"For example, they are saying that in the developing countries, for the garment industry, if the green investor invests more in developing countries, then they will have more kind of betterment. But we are saying that this will not work eventually. Why?",independent_rebuttal,66.2,85.6,
5,18,23,"Because in those developing countries, there are already not green or non-green companies that are investing, and in that way, those companies are getting more profit by selling the cheap labor and using cheap material. And in that way, when you end, of course, they are like transferring the product, I'm not thinking. So from developing countries to the developed countries. So in that way, when a green investor goes to those developing countries and they have to find those cheap labor and cheap material, they have to bring more kind of good materials and they have to take care of their wastage, and they have to make a more developed waste management system to protect the environment and keep their companies green. In that way, their manufacturing cost is already high. And when you actually cannot sell those products in those developing countries, because that is already high cost, and there is no incentive for the customers in developing countries to buy your product with more money.",point_of_main_argument,85.6,147.2,
6,24,25,"Instead, even though your product is expensive in developed countries, people might trade off because they want to make sure the world is better after 50 or 60 years. In that way, you are selling this commodity, not the product.",point_of_main_argument,147.5,161.8,
7,26,27,"But in that way, when you have this kind of high cost product, and you are using the same supply chain system, using shipment through the river or ocean and over the air, you are still producing more carbon dioxide. That's why your product is still a band of the day, not green products.",point_of_main_argument,162.0,180.0,
8,28,32,"And in that way, what we are proposing is that if that green investor company, they produce their product in the U.S. or other developed countries, in that way, even if your production cost is high, you can minimize your transportation cost. And if you have less transportation cost, you can still fight with those fast fashion coming from the developing countries. In that way, you become more relevant in the market, and your product is more sustainable if you are producing less carbon dioxide. And that's why we believe that as a green investor, there is more incentive for you to invest in developed countries.",point_of_main_argument,180.3,216.7,
9,33,33,And the second thing they tell you is that the developed countries have more urgency to protect their reputation.,independent_rebuttal,217.0,225.4,
10,34,35,"But eventually, those developed countries are the criminal or are the culprit for causing the anti-global problem, global climate problem. So we believe that these countries need more kind of investment.",point_of_main_argument,225.4,240.1,
11,47,50,"So in that way, when you are saying that they have more kind of responsibility or incentive to protect their reputation, you see that those developed countries are still producing more carbon dioxide. And they are not eventually agreeing to that COP meeting to eventually limit their carbon to become carbon neutral. Even if Japan is committed to reduce their carbon dioxide emission by 2030 and by 2050, they are committed to become carbon neutral. But still, there is no progress because there is less investment.",point_of_main_argument,265.3,302.8,
12,51,52,"So in those countries which are actually producing more carbon, they need more kind of fresh startup or startup companies. And that's why the green investment should be made more on those developed countries who are more responsible to produce green kind of carbon dioxide emissions.",point_of_main_argument,302.8,320.4,
13,53,56,"Even if you are going to some African countries and producing or eventually doing some green project there, even if it's working fine, but still, that does not make any difference. Rather, if you produce or if you introduce a green carbon neutral vehicle in Japan and you can actually change the market scenario here in Japan, that means that there is less carbon emission. And in that way, more people are becoming carbon neutral. And in this way, we believe that the entire system is going to be improved.",point_of_comparison,320.4,354.4,
14,57,57,"That's why I feel like even though they are saying that the developing countries are in need, but we think like the developed countries need to be more prioritized because they are actually the culprit of the entire system.",point_of_main_argument,354.4,368.2,
15,58,59,"For example, if you, for the third point, if you look from the investor perspective, so those green investors, unless they are a billionaires, rich kid or something, they do not have a lot of money. So they eventually need to attract the 1% wealthy class to make their investment perfect.",point_of_main_argument,368.2,388.2,
16,60,62,"So if you are going to a startup company, as a startup company, if you want to attract more investors and you say, OK, my project is in developing countries and I want my product to be green investment, so it might not generate more revenue. But the problem is that as an investor, as a billionaire, when I am saying that this project is going to be on developed countries and there is no way out of making revenue and eventually, even if like I am a very climate aware person, I might think like, OK, so in that way, even if I am investing in this company, for green company, then I'm not making more money or eventually I'm not achieving my goal. So I feel like as an investor, it's not as a billionaire investor, I'm not, this company is not worth enough of getting my money other than when a company is coming to me and saying that we are going to build some kind of like green vehicles for Tokyo or for like urban Tokyo or like rural Tokyo, then I see like, OK, there are some people or there are some customers who wants to buy green products.",point_of_comparison,388.2,461.1,
17,63,68,"That's why I have a client, is it 5 or 6 million? 750. 750, is it? OK. So in that way, I feel like you get more attraction from the billionaire sector. Thank you so much.",point_of_main_argument,461.1,473.6,
