id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,3,"The purpose of this debate or purpose of this policy itself is just increasing the number of the child not having the marriage, right? So be proud to oppose this motion. Two things to say, first, it's about why people don't have the marriage and how to deal with that. And then secondly, about the discrimination and arguments that is made by open governments.",introduction,1.4,33.0,
2,4,4,"Firstly, about the reason why people don't have the child, open government attacks us by saying money is not the reason for not having the child, like time or their own career is the most important reason.",independent_rebuttal,33.9,56.0,
3,5,5,"But firstly, it's not true, according to many statistics results, around half of the people who don't want to have their child or the reason why don't have the child is money.",independent_rebuttal,56.0,76.5,
4,6,7,"And also, even if it's true, we see there is a various way of the alternative, like using the robots or like Roomba or something so on, or like they're hiring people to come to their babysitter or something so on. So if you have money but don't have time in order to pursue their own careers and so on.",point_of_main_argument,76.9,107.1,
5,8,9,"But, and also, we think the most essential reason, the most basic reason why people don't have their child is money-wasting. Okay, Teix, go ahead.",point_of_main_argument,107.1,125.5,
6,10,10,"In Europe, even if people are rich, they don't want their children.",poi,125.5,129.6,
7,11,15,"Ah, I'm so annoyed. We think that case is like second character, my personal already told you, like people don't want to having their own child as their own will. And we think about that kind of character, there is no debtor because they never opt into that kind of matching operating system or something so on. So debtor is like people who want your child but who can't having the child. And we think that reason is money because there is no alternative except the government subsidize or something so on, subsidy or something so on.",point_of_main_argument,129.6,182.9,
8,16,16,"And we think even though we take the ultimate best-case scenario of open government side, because of pursuing their career, they have no time and it couldn't be, there is no alternative way, even though we think it's so principally wrong, like what is happening is so principally wrong, on this point, open government said like, ah, it's comparatively better rather than poor developing countries, the way Parkinson's person, and they are married with that kind of person and they are having their child is worse for them versus so on.",independent_rebuttal,182.9,237.0,
9,17,17,"But firstly, it's two extreme cases because there is a lot of reasons, a lot of characteristics of that person, and also we think forcing a marriage and forcing the pregnant itself is so principally wrong because it is restrict for so long term, like the whole time of their life, for example, just pregnant, they restrict the whole time, 24 hours for the 10 months or something so on, is necessarily happen.",point_of_main_argument,237.0,283.6,
10,18,18,"And this is obviously violating their basic human rights because it means if we buy that kind of services, even that form of their buying is just having the marriage, that means like we force to work for them for 24 hours for the 10 months or something so on and it will directly connect it to their own lives, like their own mentally and physical health, and so we think that could kind of like trading about their own lives and a huge restriction about their lives couldn't be happen anyway, so even we take the best case scenario of opening government, we couldn't support this motion, and also moving on to discrimination, but yeah, I'm just going to ignore it, moving on to discrimination cases, they said, through using this matching system, discrimination will be decreased, but it's so unlikely to because if we take the best case scenario of open government, the purpose, the main purpose of user of that app is having good house workers and having the child without any cost, any extra cost, so user likely to think that opponent in developing country is just like tools to having the child of themselves, so like that kinds of user basically having their discriminated idea and that kinds of idea couldn't be changed because there is no capacity and no incentive, so discrimination will be kept without the opponents.",point_of_main_argument,283.6,456.0,
