id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,0,"So our house opposes the motion that in areas prone to environmental disasters, we should ban corporations from acquiring land development permits.",introduction,0.0,10.3,
2,1,2,"First, we want to explain what places, what kind of environmental disaster can we think of. There could be droughts, or earthquakes, and such places with harsh environmental disasters, they are more likely to be less developed.",definition,11.9,48.1,
3,3,5,"And this is because such frequent droughts or floods will easily destroy households. And simply thinking that you won't have, you would have water flooding to your house, or to factories, or roads. This is very devastating to any kind of economical move in the community.",point_of_main_argument,49.0,88.2,
4,6,10,"So if this, such floods, or even droughts, if you don't have enough water for basic living, like just for drinking or housing, it's impossible to, it's the most important thing. Food or water is the most basic thing for human life. And if there's lack of water, it's impossible to develop. For example, look for something more higher in level than basic needs. So that's why where floods or droughts are frequent, the countries are less developed.",point_of_main_argument,90.4,150.1,
5,11,15,"And for example, in the African continent, in sub-Sahara, droughts frequently occur. However, they are facing increase in population, like a rocket-skying population. So there's a lot of humans living there. But as I said, droughts happen often, and clearly they are facing the lack of food. This is leading to war, to an acquiring food, and even there's war on water.",point_of_main_argument,151.5,202.0,
6,22,24,"Okay, in order to solve this problem, it's important that every citizen in a less developed country has more income, because this will lead to ability to buy more food, and education, and get a better job, and it will bring peace to such country. And in order to do that, we need factories, we need to produce cars and motor any kind of vehicle to sell to other countries, and then the citizens can first acquire their own food, and then acquire money from other countries abroad by selling their cars. And then this would increase the level of quality of life of each citizen, and will solve the problem of war, famine, like I mentioned.",point_of_main_argument,219.7,292.0,
7,28,30,"Can you tell me why? Can you tell me why corporate investment is going to bring about more jobs, more economic development, and better? It's a little intuitive, I know, but can you just let me do that?",poi,302.2,315.9,
8,31,35,"Okay, so if there are corporate, um, corporate, corporate what, sorry? Corporate development, right? Corporate development, okay. If there's development in land, such corporations might be from abroad, and they will make factories, because the, because it's a huge, there's so much place that is undeveloped in less developed countries. And then more, and then they will hire people that don't have such good paying jobs now, like the local African people, and then, uh, and then, so the local African people have more income, and they can afford to buy more food, and more food will be produced in farms if corporate development produces, develops farms, so we can have food and money, which will, is the basic needs, so that's very important for places like this.",point_of_main_argument,315.9,400.6,
9,43,43,"Oh, if there's no corporate development, so corporate development is often done by, like I said, like foreign countries, corporations, and without such help, there's no, there's, like, only few, like, big companies in Africa right now, like local companies, and they won't be able to do such big development, so the enhancing of quality of life of Africans would not happen as much as, like, foreign companies, so it is much better for allowing foreign companies to develop in Africa.",point_of_comparison,434.0,482.8,
10,45,45,"In conclusion, it's better to permit foreign companies to develop in places that are less developed, which may mean, may mostly include places with lots of disasters.",point_of_main_argument,489.3,517.2,
