id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,1,1,"So, I'm proud to oppose the motion that SNS has more harm than good.",introduction,12.2,21.1,
2,2,7,"So, for the first reason is that if we use social media, it will lead to new learnings, such as the understanding of the psychological mechanism of populism. For example, when we start social media, we want more followers and we want to have more people to watch our posts. So, it is very identical to the psychological mechanism of populism. So, when I started Twitter, I wanted the psychological mechanism of populism. But I didn't understand what it is.",point_of_main_argument,21.1,102.7,
3,9,12,"So, moving on from that example of psychological mechanism of populism, we have to fight against the desire to have more followers. So, it will lead us to be more prioritizing other people than ourselves. To think more about others than ourselves. So, it will lead to more psychological growth of ourselves.",point_of_main_argument,110.4,160.9,
4,13,14,"And also, reading from different cultural backgrounds will lead to new learnings. So, it is also kind of an example of new learnings.",point_of_main_argument,164.0,181.3,
5,15,19,"And the second point. If there is no SNS, then our environment will be an enclosed environment, a social environment. We don't have access to the mass society. But since we have social media, we can reach as many people as we want. So, this leads to the equality of social capital in the terms of the sociologists.",point_of_main_argument,181.6,280.6,
6,20,23,"It's a very good tool to make this social movement. If we don't have SNS, we have to go directly to the National Diet. We have to demonstrate something in that place. But we can't easily create something like that and say it is not a political opinion.",point_of_main_argument,281.6,316.6,
7,24,25,"There are many kinds of political opinions and we don't have to be more ironical. Because in social media, there are many different opinions.",point_of_main_argument,317.2,351.0,
8,26,29,"Also, the Prime Minister said about the Equality Chamber, but it's not necessary to have an Equality Chamber in SNS. The firm can put off the Equality Chamber. It's up to the firm. If it is opposed against the firm, then maybe the firm can take it.",independent_rebuttal,351.7,394.2,
9,30,32,"Also, because of the principle of competition, social media are made by private firms. They don't take the principle of competition work. So, it's rather good to be administrated by a private firm.",independent_rebuttal,394.2,428.0,
10,33,35,"Lastly, we have many different ideas. We have social media. It leads to a more healthy democracy.",point_of_main_argument,430.7,448.9,
