id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,1,3,"At the end of the day, we believe that in this debate, there's two main versions of proof, right? The first thing is how these students are actually going to benefit on the way that these histories actually teach to them. But we realize that the second version, which is also important, is why do we even teach history in the first place and how do we even teach these histories, right?",introduction,3.7,21.0,
2,4,12,"Now, coming to my response to OG, right? OG's main point is about like how there's going to be like misunderstanding of like the real purpose and how there's just kind of like these memorization like burdens on our side, right? But I believe that OG have response about the memorization but we believe that even if like we take and they also talked about like how there's like there it's like hard for students to cooperate on our side, but we believe that's just a failure of education system because even if we take into account how on their side, right? Because they learn about the social side or institutional context. They learn about the people and stuff, right? We believe that's not the core problem of how they actually can cooperate. It's just basically this teacher is failing to actually teach the students how to cooperate. But we believe that on our side, right? Later when we actually incorporate other things, they can, but we believe that from OG's main case, it has been both symmetrical on our side and on their side and their case is talking about how memorization, which already talked about and also how about like misunderstanding which which CG also brings up, which I'll respond to right now.",independent_rebuttal,21.6,87.5,
3,13,16,"CG bring up the points about how there's burden of learning, more truthful include figures in this concept and how there's you know, Ms. Hisler and this group of people who actually brought up, right? But we believe that at the core of the day, at the end of the day, it's about this mastermind, a mastermind of one people that actually pushes these people because how would these people actually like bring themselves together, right? It's actually because of these one leader that was half the ability and the capabilities to actually bring them together and we believe that learning about them first is actually important and then when we can actually learn about these other like impacts and stuff that actually happen, it's better, right?",independent_rebuttal,88.5,124.8,
4,17,24,"How would this learning about like these more grand figures actually affect the children, right? Because like we believe that when they learn about these, because history is one of things that are also close to them, when it's about like them learning about the histories of how their ancestors of how their of how their ancestors or like of of how their ancestors or like those people that had died to actually protect and give the independence for their countries. They actually learned that oh, when we learn about these grand figures, right? These people can actually make a change compared to on their side where they just actually learn about societal and institutional factors but they can be like maybe they kind of be like oh, I actually have to challenge this whole institution and whole societal changes. I have to mobilize these people but how do I get that? Well, actually on learning about this grand figure, right? They learn about how these leaderships can be utilized, about more in like these skills of how these grand figures become grand figures in the first place and then they learn about how like these people can help, right?",point_of_main_argument,125.8,189.0,
5,25,29,"And why do we believe that learning about the figures is first? As my first member of government has, no, member of opposition had taught when we tell them about these grand figure, right? Having one person compared to learning about judiciary, about like three branches of a government is essentially easier to visualize not just for elementary and also middle school students like the opening opposition said but we believe that it's also easier to visualize for these high school students, right? And later when they go into university, they can learn more about it but at the core of the day when they have like a lot of grand figures to memorize about these certain period of extent, they are able to make a more comprehensive picture when later on they go to society and they start to be like oh, this is why Hitler do this. Oh, this is why Ho Chi Minh do this because that's what they actually understand about it but on their side where they just talk about like the societal institutional, what if they get boards and stuff, right?",point_of_main_argument,189.0,240.7,
6,30,37,"But later I will go into like where the worst case but now coming to my point about why history is wrong. What they said, what the what the closing government said about history should be boring. We believe that it's fundamentally false. We believe that it should be a case for about nationalism to a certain extent, right? Because history is learning about again, as I've said, ancestors and how these people actually fight for independence and why like, you know because those things are essentially what history makes it so interesting and what essentially makes students drawn to history in the first place. So why would we even teach history on their side if they just said like, oh we're just going to teach them about boredom and stuff like that. But like, yeah, so on our side, right? We taught them about this product of those who started the special who actually start the turning point of how these kind of like institution kind of got kind of go together and when people like and then we teach them how like these many people can actually like these a lot of people can fight for independence.",point_of_main_argument,240.7,300.4,
7,38,43,"They also talk about how there can be like, uh Oh, how about this this figure about like idolization flaws and confused, right? But we believe that on our side, we also teach them about grand figures. There are grand figures that are wrong We all know that Hitler is wrong, but we know that Malala Yousafzai or like, um, yeah, Malala Yousafzai did something good So by having these grand figures does not mean that we're all idolizing them. We're just basically teaching them Okay, this is the like right person. This is no, this is like a good person This is a bad person and then later we go on to societal and institution which essentially give them the special of understanding what basic history is and then actually giving them a better foot than just Dumping a shit ton of materials on their face and telling them. Oh, you've got to memorize all this You've got to memorize what individualism, what capitalism, what free branches of government is.",independent_rebuttal,300.6,352.7,
8,44,47,"Also the government would talk about how there is like Easy way of like teaching kids of teaching kids easily, right? But I've told you to talk to you about why history is so important And we believe that when they talk about like how to like actually changes these classes stuff, right? We believe that it just takes too much time to make these changes. Well on our side, we can just essentially talk Uh, we can essentially teach them about like grand figures, right?",independent_rebuttal,353.0,376.7,
9,48,49,"But we also believe that when they talk about like how there's a division of social class Really what poor and kids rich kids actually learn about this figures It's kind of insane because they're actually stepping foot in the same kind of thing but on their side, right? Because rich kids actually essentially just have more resources in general and when they actually get resources to these social institutional factors What poor kids just like kind of have it in their head These richer kids will actually have more resources to actually go deeper into it and learn about it Which essentially they also worsen the polarizations that they talk about now coming to comparison to um, oh Middle school student or on how like it's about learning understand individuals and how um people discusses hitler And also about like capacity of children memorization.",point_of_comparison,376.7,423.2,
10,50,50,We believe that on uh closing opposition side we are able to prove to you why history is important in the first place and how Essentially when they know when the purpose of history is know why these children are learning grand figures both their rights and their wrong And also in in high school is better in the first place for all the reasons above proud to oppose Thank you for the,point_of_comparison,423.3,446.3,
