id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,11,13,"This opposition side says that we must save the victims of kidnapping, but we want to, we want, the idea is that kidnapping itself will disappear and disappear. So, in order to achieve this goal, we must take this motion. The only opposition side paradigm will not erase the kidnapping itself.",introduction,68.0,94.3,
2,14,15,"So, firstly, let me introduce my previous speaker. Firstly, he said that we can surely save the victims of hostage if we pay the money, but it's not certainly, because, for example, the ISIS people's kidnapping, when the kidnapping occurred, the movie was thought that if, sorry, even if we pay the money, the terrorists will not surely release the hostages because they are malicious people and do not always save the plague.",independent_rebuttal,95.8,148.9,
3,16,19,"Secondly, he said that terrorist groups will try to earn money with other ways, like organ transplants and so on, but who will sell the transplants of organs? Even if someone sells the organs, the difference is that the money terrorists can earn at the one time. We think the target of terrorist kidnap is mainly journalists and they demand money to nations because nations have much money and terrorists can get much money from the nation the most. So the kidnapping and demanding the money to nations is very unique way for terrorists to earn money easily.",independent_rebuttal,149.4,206.6,
4,20,25,"So let me move on to my argument. There are two arguments. Firstly, let me reinforce my partner's argument about the understated, sorry, but about ascertaining this planned problem. And second, why we can justify this motion. Under the status quo, kidnapping of hostages will never disappear as my partner told you because kidnapping can get much money easily. For example, bank robbery is very risky for terrorists because bank is very high security and one person is not so secure.",point_of_main_argument,206.6,256.0,
5,26,29,"But after taking this motion, kidnapping will disappear or at least they suddenly decrease because nations will never give terrorists money and terrorists know, even if we kidnap, we can't get money. Or also, journalists who will go to the areas of terrorism, they will care about more about their security. For example, they will hire bodyguards and they will be more careful. So the risk will be lower.",point_of_main_argument,257.2,296.2,
6,30,34,"So, second problem, sorry, payment will kill more people. Money given to terrorists will be used to achieve the terrorist's goal by violent way. For example, as my partner told you, much money will allow the terrorists to buy weapons, many latest strong weapons. So, terrorists will kill drastically lots of people rather than just the kidnapping of one person. For example, sometimes quite a plane attacked the big building and 1,000 or 1,000,000 people died.",point_of_main_argument,301.6,345.3,
7,35,41,"So, if the terrorist group got the money, they will surely use this money to the crime because they are malicious people and they are willing to use violent way or crime to achieve their goal. So, payment surely kill people. So, paying money to terrorism means cooperating terrorism. Government cannot cooperate terrorism means crimes and killing people. They said that government needs direct way to save people, but we see indirect murder is also murder. Government must not indirectly kill people. So, in here.",point_of_main_argument,345.3,398.5,
8,42,43,"Okay, so let me move on to, so, also, she did not explain about the complete way to save mass people. So, please give me the complete way to save mass people.",independent_rebuttal,399.1,413.0,
9,44,49,"Okay, so let me move on to my second argument. How do we justify? For example, in the case of disaster, many people are injured. We, or doctors, prioritize people who have the higher possibility to be saved or higher possibility to be cured. They will prioritize the more people because they cannot save all people. And they must prioritize the number of people because the more people will be saved, the more people will be happy.",point_of_main_argument,413.0,451.8,
10,50,53,"So, it is same to this notion. Yes, we think that sometimes, even if the death case start, some individual hostage will die, but if the number, let's compare the number of people's lives. The one individual or mass, one thousand or one million of people, of course, we must prioritize the number, the mass, lots of mass people. So, therefore, we can justify. We will strongly prioritize.",point_of_comparison,451.8,492.3,
