id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"Even though we might cause instability to the apparent democracy in Russia, which has not been our democracy in such a long time, we will prove to you why on our side of the house we have the very unique and important benefits that come with assassinating Putin in order to ensure security among the international sphere and ensure proper democracy in Russia. Very proud to propose.",introduction,2.5,23.2,
2,3,9,"So moving on to first some quick rebuttals to our skills in opposition, the two main arguments focus on why sanctions can be effective and two on why it works for countries, and this can cause world war three. Focusing on to the first argument they provide on the sanctions, I will provide to you why these sanctions do not work at all and provide another reasoning for it. So first of all, they don't address that sanctions cause resentment. They cause the people to further resent the international sphere. Therefore, there's going to be a lack of cooperation, which is something that Russia has demonstrated. The more they sanction, the less they're going to cooperate. So that means that on their paradigm, there's not going to be an opportunity at all for even two discussions to take place in the first place.",independent_rebuttal,23.6,66.5,
3,10,14,"And second of all, the main impact that these sanctions have are on the public. Opposition isn't really focusing on the well-being of the public. They're just talking about like Russia in general and sanctioning Putin. But as opening government mentioned, like these sanctions are only going to damage the people and on their paradigm, they don't really address that if they continue to sanction, they're only going to cause the people to eventually run out of money. So the idea that opposition is trying to propose that by sanctions they can actually benefit the people, that is actually completely untrue, as they continue to cause further damage and continue to isolate Russia from the international sphere.",independent_rebuttal,66.9,100.7,
4,15,17,"And second, another important point that they're trying to make is like they say like there's a sphere behind Putin that actually controls everything. But as opening government has mentioned, and as I will continue to explain, actually Putin is the one behind everything. And further on in our extension, I will provide to you the unique benefit of assassinating Putin in order to ensure the democracy.",independent_rebuttal,100.7,121.2,
5,18,23,"So moving on to their next extension on why it's actually worse for countries and it's going to cause World War III, I'm actually going to give you two points on why this is actually not going to be possible. So first of all, it's true that there's actual repercussions to war criminals in these instances. This doesn't mean that any autocratic leader is going to be a victim of this, but only those that do not fulfill the International Human Rights Charter or directly go against the International Criminal Court. So actually that on our side of the house, there's actually going to be more of a chance for autocratic leaders or like criminals in general to be held accountable and to further prevent them from doing more stuff. Because as we see in opposition paradigm, these sanctions don't really do anything. And actually they just give more chance for these criminals to continue going against the people and causing further damage that in the end is going to be a long lasting impact of trauma within the people and economical repercussions, which the people won't be able to recover and so for many years.",independent_rebuttal,121.2,179.7,
6,24,28,"And another point actually on why World War III is not possible is due to the instability that this assassination could bring. The moment you kill such an important figure, the regime itself falls. There's actually no way for the regime to have this stability to go against or like must they give this extreme scenario of launching nuclear weapons? Because say for example, the United States president, the president is the only actor that can actually authorize for a sudden nuclear attack. If you create this sudden instability, it's way more guaranteed on our side of the house that this is not going to happen.",independent_rebuttal,179.7,210.7,
7,29,33,"And so saying those rebuttals, I will next move on to some like unique extensions on our side of the house, something that opening government didn't really address. So opening government doesn't really address the idea of democracy itself. Actually, for their second argument, they try to focus more on China and other autocratic regimes, but something that they didn't really address is that it's not really going against autocratic governments, because that implies saying that the current regime is China is not good, but that also falls under the idea of just following westernization. But that's why on closing government, we give to you the argument that it's not about going against these autocratic leaders, but it's more against going this international war on criminals that need to be held accountable, because if we fail to do so, we will continue to see the current effects of the Ukrainian war.",point_of_main_argument,210.7,255.5,
8,34,36,"On opposition part, then there's actually no chance to end the war to these sanctions that even though they continue to increase it, they end up sanctioning like even more European countries and end up doing more damage towards the rest of the war compared to on our side of the house. So we just cause instability in one country that instability later on can ensure democracy. We cause this instability to actually only damage a reduced factor, yes, in both paradigms it's symmetrical that there's going to be damage on actors, but on our side of the house it's actually better because we reduce that damage and there's actually way better chances to ensure a new democracy in a country trying to make a big authoritarian regime kind of fall on its own.",point_of_comparison,255.5,296.7,
9,37,41,"So basically, what I'm trying to say here is how on our side of the house it's better to have create this instability because we allow for the instance in which Russian politics can kind of fall apart. Even though this is going against the sovereignty of Russia in itself, it's way better to actually allow the people to change the regime. Because even though there might not be like democracy from morning to day, just by this simple thing of the fact that there's going to be a changing regime, you give the opposition a chance to actually run, then you can ensure democracy. And that is already way better on our side of the house because we ensure the democracy and due to this instability caused after the assassination of Putin, there's actually no guarantee that the military will continue to attack Ukraine as a closing opposition tries to argue.",point_of_main_argument,296.7,340.4,
10,42,50,"So that's why on our side of the house we have this democracy. And also moving on to an extra point about economic growth, I will continue to further mechanize to you why this is going to be likely. So first of all, the most important point here is that whoever is going to be the next leader, due to this instability within the government, it's necessary to regain the legitimacy. And in order for a government to be able to do this, they need to comply with the public's opinion. They need to actually do something for the public that is good for them. And in this instance, as my partner provided previously, the fact of economic growth. So because they want to regain the legitimacy, they want to reconstruct the government, they need to actually establish proper policies that are going to aid the public. So with this mechanization in mind, we can actually say that we are going to have better economic growth compared to opposition paradigm, where they continue to say that there's going to be further sanctions. So on their side of the house, there's less economic growth. And on our side of the house, it's actually in shared economic growth.",point_of_main_argument,340.4,397.5,
11,51,55,"And moving on to like some weighing overall, the main idea here is on the metric of which side less lives are killed. So on our side of the house, we're only assassinating one person, whereas opposition, they try to ignore the thousands of hundreds of people that have been killed and whose human rights are not prioritized. But on our side of the house, yes, even though we might go against what some countries think, even though the European Union might be against like somewhat the death penalty, on our side of the house, it's necessary to take this drastic measure, because as I gave to you these points and extensions, we're actually going to ensure democracy. And actually, there's going to be better economic growth. And at the end of it all, there's going to be less life skills.",point_of_comparison,397.5,436.9,
12,56,59,"Opposition tries to continue to prioritize Putin's human right to life or whatever. But the moment he decided to bombard thousands of people, he lost the right to his own human rights. That's why on our side of the house, it's way better we take the risk of assassinating Putin to ensure a better benefit on the long term. Proud to support.",point_of_comparison,436.9,453.7,
