id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,1,"need to go where it actually has a meaning, where they can actually leave a clear impact and actually provide some help to climate change are proposed. First of all, I'm going to be talking about my setups and then our arguments and then finally our impacts.",introduction,0.0,11.6,
2,2,4,"So first thing on setup, who are these green investors and what do they look like and what are their incentives? These are probably people who really care about climate change. These are probably people who have money, who want to give their resources and somehow support companies that are trying to defeat climate change.",definition,11.8,26.0,
3,5,7,"They could also be companies that simply value a lot of sustainability. For example, they want to do sustainable fashion or simply produce products that cause less damage to the environment. These are the sort of climate startups that we are looking at.",definition,29.5,50.7,
4,8,9,"And the status quo in developed countries, these companies are likely to be underfunded or less prioritized simply because they probably want to create cheap clothing that can give them more income without spending less resources. So it's likely that they're less prioritized in the current status quo and so on.",definition,50.9,69.9,
5,10,14,"But then third of all, what do these developing states look like in the current status quo? It is number one, these countries, they're less likely to prioritize environmental things in the current status quo. It's likely that they would rather spend their financial budget on things like developing, things like creating cheap products that they sell a lot and they vastly produce and then they get lots of income from that. They probably don't have the capacity to think about sustainability or spend their money and financial budget on things or think about environment and stuff like that. And it's likely that many of these countries are situated in places like Southeast Asia or places simply where there's environment has become a huge problem.",definition,69.9,115.4,
6,15,25,"So why do we think that these green investors are likely to invest in these developing states? And why do we think these people are going to think these places need to be prioritized? Number one, it's because these countries have less capacity in the first place, right? As a developing state, it's likely that they have less resources, less money than a developed state, right? Insofar as the government probably has less budget. But then number two, oh yeah, and notice here how these governments are also less likely to have an incentive to advocate for climate change. Insofar as you probably think like, oh, the people who cause this climate change are developing states, developed states. It's not our problem. It's their problem that they need to fix. We need to focus on developing. That's how we're going to use our limited resources on.",point_of_main_argument,115.4,156.8,
7,26,32,"But then the second reason why we think green investors are likely to be more interested in developing states is because developing states simply have more urgency, right? Because a lot of the natural disasters that are occurring are in places like Southeast Asia where climate change has become a huge problem. These people on the ground are actually facing huge harm to their lives, right? Things like natural disasters or where they face floods and they don't have enough crops or they get and they starve or something like that. And we think that green investors are likely to see this as a huge threat. They're likely to think that they have to prioritize this area. So they probably have an incentive to invest in this area as well.",point_of_main_argument,157.4,190.6,
8,33,52,"But then the third reason why we think these people are likely to want to prioritize developing states is simply because they're likely to leave the biggest impact in these developing areas rather than investing in states that are already developed. Why is this true? This has to do with the incentives of already developed states and developing states. So rich states, countries that have already developed, it's likely that, number one, green companies probably already exist, because it's already become a problem that's prominent in society. Everyone cares about the environment. And then because the difference between these rich states and these developed states is that the rich states simply have the capacity to care about the environment. They actually have room to care about the environment. And they also have, their citizens are likely to have the capacity to be able to purchase these sort of sustainable goods. So therefore, there's like a need for these products. So these companies probably already exist in the first place. But then, number two, because these countries, developing states, likely also care a lot about their reputation, insofar as there's lots of countries that are pressuring them and being like, okay, you guys caused this problem, you have to solve it. So likely, because these countries care about their reputation, there's already an incentive for the government to invest in climate change or support companies that are doing things for climate change. So what this simply suggests is that rich states or developed states already care about their reputation. They already have green companies. They're already likely to have more support for green companies than in developing states. So what this, and in comparison to this, in developing states, there's, first of all, less people who invest because there's more people who care about their income, more people who care about their proxy, yeah, more people who just care about getting more money and spending less resources on getting more money. And they simply don't have an incentive, and have just more incentive to invest in things that helps them develop rather than investing in things that helps sustain their environment. And we can see this from how there's countries, for example, India, who has produced lots of CO2, and yet they're doing not, they're not really doing a lot to mitigate it. Yeah, we can see because there's just this narrative where developing states or countries that are in the state of developing simply puts the blame on already rich states, and they make no move to change their status quo.",point_of_comparison,190.7,334.6,
9,53,62,"We think that, first of all, sorry, no, thank you. And we think that simply, how is this going to change our side? Startups are going to face a much higher chance of success, right? Why is this true? Number one, simply, they're going to have more money from investment. In the state of school, we're like, yeah, simply, they would have more money from investment. What is this going to do? It's going to lead to being able to produce sustainable products. More companies who are going to move towards producing sustainable products, and sustainable products, and at the same time, they're probably going to be able to create these products at a lower price, right? Because in this status quo, even if sustainable products do exist in developing countries, they're likely to be expensive, and people on the ground who are probably not that rich, they probably don't have the capacity to opt into these sort of things, right?",point_of_main_argument,334.9,381.1,
10,63,65,"Something that we have to know here is that everyone in this world, they probably care about the environment, right? It's not like, oh, I want to buy cheap goods all the time just so I can destroy the climate. It's likely that they would probably opt into these sustainable goods if they have the resources to do so.",point_of_main_argument,381.1,393.0,
11,66,66,"We think the green investors are simply going to decide to opt into investing in developing states, simply because it leaves a bigger impact, simply because they know they can help more people, simply because they know that without their investment, the chances of climate startups succeeding in developing states and leaving a clear impact is going to be much, much smaller.",point_of_main_argument,398.2,420.4,
