id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"Starting with the u. s. I like a store that they talk about like money stuff big problem I don't I don't understand how money is gonna solve the problem Like How it can also be used for something like Problems like partner shortages also, so when you can use the money to solve the problem of We can also Over the world.",independent_rebuttal,0.0,59.9,
2,3,4,"Yeah long. So I'm gonna Thank you for the song that like aging societies that that is facing the facing the crisis of bad race mental health struggles and total isolation and biases Foreigners, so I think These are also causing problems for like one process and a Special system that So At least our house supports the government-funded international messaging is a season as a important solution to families age race birthrates and promote culture so I think a Low birthrate certain that our national survival by ship by shrinking our future generation and is training or public resources and so government of funding will help with like international matchmaking agencies like it to directly address the partner shortages in rural areas and Young adults and And it will help to create a more marriages and families where where domestic options fails as we have seen like How there is already?",introduction,60.3,149.4,
3,5,5,domestic subsidy Even with that will it doesn't actually solve the problem yet We didn't see A problem so far.,point_of_main_argument,149.4,165.6,
4,6,6,"So I will also Like how it can happen like government can set up a national fund like by which will be managed by families of support agencies, they will get money to do like everyone for Private mess with the organization also People were single through Where the Details like age location to focus on rural and Undeserved urban areas and these agencies we can carefully review these profiles and connect people based on share interest and family values and life goals and We can also have like personal consolidation and group events Make it more natural and Systematic and people have the actual incentive to move with this motion also, I think the subsidizing will cover most of the support for partners and we can also add like free classes for language learning and Culture at work and adjustment.",definition,165.6,244.4,
5,7,8,I think the other advances a Adjustment part is important and the language learning is important. I think that's the main issue that is causing problems among the people among the domestic society then how the international people can easily learn the language or Adjusting the culture itself.,point_of_main_argument,244.4,264.7,
6,9,9,"Also, I think government can fund organized meetups to the cities and other areas and we can have like a couple action task for housing setup and early childhood that I can meet to support the To support the families when they when they are starting a family.",point_of_main_argument,264.7,289.8,
7,10,10,"Also, I think this should be solved like Solve like Solve the problem of life one of the shortages and it will fill up the job gaps and we have like a We'll have like a Design of party and it will also grow the economy with new buyers and experts and people rural areas I think also rural areas can get like a something like a more growth based on this Also, I think for my second argument I want to talk about like how we can also help with like mental health So I think isolation is a main issue when it comes to mental health There is like how is the isolation created?",point_of_main_argument,289.8,348.8,
8,11,11,I think it's created by like barriers and biases and stereotypes So by subsidizing these agencies we can use the international mental barriers that creates the fear and the stereotypes and also solve the problems of language barrier and we can also help to create families which will also create a purpose to those families to also create a purpose for people who are suffering through these mental health issues like isolation so like agencies can partner with like NGOs for screening and counseling on loneliness and We're playing an important part for for covering up these like meetups and dates and or for language classes.,point_of_main_argument,348.8,412.8,
9,12,12,So we can also normalize something We can also have something called a community events then help to normalize Normalize international dating and matchmaking itself.,point_of_main_argument,412.8,429.5,
10,13,13,"I think this will help with like issues like mental isolation and real minds in terms of companionship and it will create much more stable relationships among people and it will lower the bias and can create an inclusive society and there is lots of there is lots of tension between international people and and and people from the domestic society so it will also help to remove that tension and try to normalize the thinking process and the mindset of people when it comes to international dating also, I think it will also help with diversities and people will have much more like better genes and genes will create something like something like it will strengthen strengthen creativity of people at international level at international level and it will also help with stagnation of economy of economy and also by the way, time's up sorry thank you and",point_of_main_argument,429.5,527.9,
