id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"Three, two, one. We believe that this system, this race-based political party system can only work in a country or in a place where there's only one race. We believe that when we implement this thing, or when we implement this system, there's going to be even more segregation and minorities are still going to be abused, proud to propose.",introduction,0.0,18.5,
2,3,6,"So, first of all, a little bit of a reply to the OO. I mean, I don't think I should reply to the OO yet because I think everything that they base their argument on is going to be washed out. Simply because those things are not going to become, like, they're not going to become reality. It just can't happen, simply.",independent_rebuttal,18.5,39.3,
3,7,8,"The OG talks about how it's going to get less focused on other minorities, like smaller minorities, and they talk about how other minorities are going to be prioritized or something like that, and stuff like that. But we believe that our side, the CG, is going to say that this is going to hurt all minorities alike, not only one, like, I don't know, like, less minority, minority side.",independent_rebuttal,39.6,64.5,
4,9,17,"Okay, so anyways. So in my speech, I'm going to do basically two things. First of all, a setup, and second of all, going on to my extension, our case. Okay, so, setup. When we're talking about the Western world, right? Not talking about Asian and stuff like that, because Asian usually is one race, or even if it's not that, in the Western world, the white or the Caucasian race is the main race that's controlling the society, right? Where you can see this in political system, or even just the number of people, the number of the Caucasian race people in those countries, right? And so that means that the amount of Caucasian voters is going to be inherently larger than that of the other minorities, right? That's just like, not rocket science, right?",definition,64.5,106.6,
5,18,22,"And so, what are the political goals, and how would these political parties be voted for, right? Usually, the goal of politics is to ensure equality, to ensure different diverse people can live in a society with each other harmonically, right? That's the goal of the political system, right? Especially in a very diverse society in the Western world and stuff like that, right? In America and stuff.",definition,106.7,137.0,
6,23,26,"But then, when we talk about this motion, when we talk about the characterization of the voters, which party would they vote for? Simply, what voters think for is like, which party is going to ensure their rights, is going to prioritize their rights over, for example, even if they have to prioritize their rights over another race, they're still going to vote for that party simply because they're going to give the people more money, more social security, and more rights, right? Those are the, how people are going to vote for parties. People are going to vote for a party that provides and prioritizes that people, that race, right?",definition,137.0,170.7,
7,27,33,"And so, in that sense, in turn, parties will try to appeal to people of that race. For example, just not even race, for example, just think about right now, Republican Party and Democratic Party, right? So anyone who's in the Republican Party, if they ensure the rights of those Republican people, then okay, we're going to vote for you, vice versa for democracy. So the same thing applies for race. Whoever provides more rights for that race is going to get more of a vote. And I've already told you, right?",definition,170.7,196.6,
8,34,35,"Caucasian voters are going to be with the majority of voters here, meaning that always, always, the party that's going to be in power is going to be the, it's most likely to be the party of the Caucasian people, the white people, right? And so, because of that, our argument says that the segregation between races is going to be even worse, and minorities are still going to be heavily abused.",point_of_main_argument,196.9,217.4,
9,36,38,"So, as I already said, minorities parties are not likely to be able to rise to the top and have power, right? Meaning that their voices are still not going to be taken as an importance, compared to the other race, the other majority race, racist, right? The Caucasian majority, right?",point_of_main_argument,217.4,232.1,
10,39,46,"And since it is race-based, the political parties will become and reflect the social hierarchy, meaning that they can abuse populism. What does populism here mean? Populism is like making one race hate another race, right? And why is this possible? Because the party already inherently is ideology-based, right? And so, racism, it happens inside of a Caucasian party, and it's likely going to happen when you gain all of those people of the same race, only prioritizing the rights of the Caucasian people. Racism is most likely, it's very likely to happen in these parties. And this racism can be manifested through legislations that's unfair towards the opposition parties, or the people inside of the country that's not the same race, right?",point_of_main_argument,232.2,274.3,
11,47,54,"And since the political party is self-interested, it's self-interested in the sense that it's only, it cares about the rights and the interests of the race itself. It only ensures and prioritizes, and the way it is, prioritizes that racist right, right? Meaning that the conflict between races is going to be even higher. Why? Because they constantly, these parties, these parties who are ideologically-based, race-based, are still, are constantly going to have to fight to stay in power. Okay, I'm going to give you more of, for example, what do you call, black people, I'm going to give you more rights. No, while the white party, oh no, we're gonna give you more power. That's how they're gonna try to stay in power, or how they're gonna try to fight each other for the power. At the top, right?",point_of_main_argument,274.3,314.3,
12,55,61,"And so, the segregation of needs and demands, oh, no, of the needs and demands of these different people who live in the same country is going to be, sorry, later, it's going to be segregated into, oh wait, no, right, the same part. Segregated into different parties, right? And so, the meaning here is there's no need for a single party to fulfill, or to meet the needs of all other different races, right? Meaning, how do you say this? Like, for instance, right, a black party is going to fight for the rights of the black people that they want to appeal to, right? They have no needs, they have no, they have no, no needs and no interest in fulfilling the rights of, for example, say, a Caucasian party, simply because they're not appealing for those parties, simply because they don't care about that party as much as they care about themselves, about their own race that they're trying to appeal to, right? It's going to be, whatever party is going to be at the top is not going to be a holistic party who's going to seek the equality and the needs of everyone.",point_of_main_argument,314.3,373.9,
13,62,67,"Okay, so why is segregation worse on the opposition side? Because implementing a system is a legal way to divide the wants and needs of the majority and the minority, right? The majority, the white people, they have these needs, okay, this party's going to do that. But on the black, whatever, like, Asian or whatever race over there, they're going to have different wants and needs, and these needs are going to be separated from each other because simply because they're not in the same system that's running the country, right? And even if minorities, as they say, even if the minorities have the chance to speak up, the policies or their needs are not going to come to reality, it's not going to become true. And still, at the same time, they're still going to be abused by this, like, this inherent hierarchy in society, right?",point_of_comparison,373.9,413.7,
14,68,71,"On our side, we think that, like, if there's no, if there wasn't, like, a race-based party, right, then, like, there's, for example, if racism happens inside of the, I don't know, the biggest party right now in America or something, it gets called out, right? People in the same party, for example, like, a lot of race in the same party fighting for the race of everyone, if racism happens, it's going to get called out. But then, on their side, that's not going to happen simply because, like, these demands and these people are separated. So, for all those reasons, I'm proud to propose.",point_of_comparison,414.9,446.9,
