id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"Three, two, one. Note that there are a variety of race people, variety of races, variety of colored people, and it is really important to protect all the minority in this space, including many different colored people in terms of the metrics and vulnerabilities. So, three things in my speech basically, characterizing, three things, characterizing, and secondly, illustration of the world and thirdly, illustration of the government world.",introduction,0.0,33.1,
2,3,10,"So, first, the characterization. Three things to characterize. First being, how race or colored people look like. There are a variety of many race people, including Hispanic people, like black people, or Asian people, and so on. And implication here is that the specific interests of them are sometimes different. However, we should note that there is an overlapping interest between different races. For example, distributing financial resources, or empowering through education, and so on. And also, colored people are sometimes less empowered compared to white people or white people.",definition,33.1,83.9,
3,11,15,"And moving on, secondly, what is political party? Two things, firstly, for most people, political party is a unique agency of people's political stance, because otherwise people have to resort to lobbying. Lobbying, however, lobbying capacity is limited for most people. And for most people, it is a very unique way for them to participate in politics. And secondly, political party are capable of changing the situation, because they can propose policies, and also they have seeding diet, and also they have financial and human resources to do so.",definition,84.3,129.8,
4,16,18,"And certainly, what is race-based political party? Race-based political party is a party which propose specific agenda to empower specific races. And, for example, the policies would be like that race centers, for example, allocating resources for the region where that race people is abound, and proposing affirmative action, and so on.",definition,130.5,166.5,
5,19,22,"So moving on, how the opposition world looks like. Three things, firstly, it is really likely in the opposition world that the empowerment will be biased towards comparatively strong races like black people and Hispanic people in the America. In the America, they are, so they are less empowered compared to white people, but they are still large in their number, and also they have so many media coverage, and they have so many publications about the big publication of them, so they have the capacity to gather people's attention. However, still we have many different types of race people, for example, like people from Islamic regions, and also people Native American, and so on.",point_of_main_argument,166.5,225.2,
6,23,25,"And since, yes, and secondly, between these differently colored people, still it is likely that they share the same interests. For example, at least I think that is their consensus to want a fair distribution of financial resources, or adjusting regions, disparity in education, and so on. And even without race-centered policies like affirmative action, or unbalanced resource allocations, but still we can empower minority to some extent.",point_of_main_argument,225.2,283.6,
7,26,27,"Okay. If the party, if the people that you want to protect is the minority within the party, why is the party going to reflect their opinions?",poi,283.6,292.4,
8,28,31,"Oh, okay. Firstly, as I said before, financial resources or education, those very primary things are shared overlapping interests of them. So by empowering liberal parties, I think we can empower those more minor minorities to some extent. And secondly, in our paradigm, it is more easy for them to convey the message, which I will explain later.",point_of_main_argument,292.4,329.6,
9,32,35,"So coming back to opposition moral deduction, certainly those race-based parties gather too much power and too much attention in the opposition world, and it hinders empowerment of more minor minorities. Why? Because since their agenda is empowering specific race, and since they have seat-thinking incentives, it's really likely for them to propose those race-centered policies. And so it is really likely that other race people are empowered in the opposition world.",point_of_main_argument,329.6,380.8,
10,36,41,"So, but in our world, it is likely that liberal, since we do not have race-based parties, they have people like black people, Hispanic people have no way but choose to vote for liberal parties, which cover the interests of all vulnerable people. And by doing so, we have more policy-level changes that meet overlapping interests, and also people, minority people, would be able to convey their message by doing ching-jo for their parties. And also, in our paradigm, minority people can't feel groups because they have human resources for policy changes because so many people support the same party. So for those reasons, it is much easier for most vulnerable people to be saved. So I propose thank you. Thank you.",point_of_comparison,380.8,451.1,
