id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"The claim we often give you is that being terrible is not necessarily true, that they will be in the movement if they want to achieve success, given the reason my father already explained. Furthermore, even if we think that the things that we want to change in society are achievable, we don't think that the most vulnerable one could be the support of this movement would be capable. Even if we think that we are the one that can succeed, it's prevalent by no means to turn against young people, or rightful women, or disabled people, but just because of physical ability or mental ability to vote.",independent_rebuttal,0.5,52.0,
2,3,6,"It's the responsibility of the public, or people, to get people to try to achieve their legal achievement. However, we still have the same idea to the public system. We think that if having a mile-long town, or a mile-long school town, is the most important thing, and the most happy thing in their lives. If that's the case, then we believe that even if that's the most vulnerable one, who are supposed to be the support, and this movement being the only unique character that the disabled can take, will be capable, uniquely in the opposition world, and they are happy to oppose it.",point_of_main_argument,52.0,84.5,
3,7,13,"Three things we have to consider from the DAL world. First of all, talking about the value of this movement, which is an extremely unique and opposition world, given that there are not many people who have the concept and idea for a movement like this. Second of all, I'd like to talk about how it's like to be a part of a movement for people in the minority, or the most vulnerable ones. So three things. First of all, talking about safety. Second of all, talking about the most vulnerable ones, which is not so much the minority, but we're talking about disability. In fact, I would like to give some guidance to the way in which it happens.",introduction,84.5,117.9,
4,14,20,"So, first of all, about the value of this movement. We've come to the point where people do not try to appeal their strong ideology that conflicts with the majority, unlike the past, like with this, which was the feminist movement in the previous century. It's not like the ideology that conflicts with the majority are spread in their world. However, it happens generally. Even if it's a movement of our own, or even if it's a movement that says, you know, that protection of the need is a movement that is outlined by the core feminism of our own. It's still possible for people to always attempt to interrupt, always try to convince those people to put aside their minds. Which means that the mutual understanding between these accounts, when I say that we have a mutual appeal, is something that we can accomplish in the world.",point_of_main_argument,117.9,171.1,
5,21,23,"In parallel with this, it might be possible for us to achieve control in this society, or to be treated in a completely different way. However, they aren't being treated as they are, with their own idea of identity, or something like that. Given that legal changes are necessary, the law of not changing the law is necessary for achieving gender equality in the gay marriage, and it's necessary for achieving equal access, we believe that it requires mutual resources, but for a mutual understanding to begin with, given that gay people receive something that they experience as a normal, and given that gay people are to be actually considered in public, we don't want to take the risk without saying that we don't want to take the risk.",point_of_main_argument,171.1,215.0,
6,24,25,"In the second, we believe that the mutual understanding is a key situation that requires mutual understanding of what they actually are, and what they are actually saying. It's the premise of any societal change, and what it is, is part of a societal change, which is about the benefit of the minority.",point_of_main_argument,215.0,231.7,
7,26,30,"And so, the second point would be about respect of movement. Adding on to the mutual understanding from the majority and minority, we believe that the other benefit of this discourse, or the case that Dr. Jennifer Watt took, is about the acceptance of the minority. What we mean here is that gay people take the middle area, or take the broader area, and what we see is that they are more acclimated to that because it's popular. However, given that people are understrung sometimes, if they are taken to the middle area, you know, it's a straight-up area, and it's surely hard for societal change to be achievable, because people, even if they try to go on their thing that gay people do, so they just, they are feeling that that's the benefit of the majority as well, because they have the same behavior, and they are responsible.",point_of_main_argument,231.7,280.9,
8,31,32,"In this second premise, we believe that the conflict achieves the unique benefit that opposition holds. Even if it were to be a minimal conflict, people take a priority in a conservative area, and I'd like people to acknowledge that there's a community existing out there, and particularly when they are not being able to come out to the majority, or even the top of the order, but being afraid of being picked by or assaulted, we believe that the existence of, knowing that there is someone who is afraid like that, is important, and it's also just a unique thing that is achieved by upholding the conflict in the most positive way.",point_of_main_argument,280.9,320.5,
9,33,34,"Don't you think like, that kind of backlash will spread to and affect and hurt the other minority, not the activists, like not actively being the activists? How do you see that?",poi,320.5,338.1,
10,35,35,"I think that's something that could happen in our world, and I think that it won't be unpreventable.",point_of_main_argument,338.1,342.2,
11,36,37,"So with that thought, we believe that the suffering of the backwards, that are not necessarily coming to you, it's not a small matter that you're not being able to be affected by anyone in the society in the real world, or that having anyone to talk about your suffering is more harmful than bad, so therefore we believe that you better take our vote. If you can do that, it's good.",point_of_comparison,342.2,364.3,
12,38,41,"Moving on to our second point, why it's harmful to the most vulnerable ones. One, we believe that it's not, the conflict is only caused by self-change, however our world also has a big effect. In the sense that the sense of community is important, and giving the opportunity to talk about what's happening in our world, we can vote about the most vulnerable ones. They have to care.",point_of_main_argument,364.3,386.4,
13,42,42,"First of all, that it gives other people to have a positive idea about the value of the society, those people can't be defeated in their vote, however they have a chance to be defeated in our world as well.",point_of_main_argument,386.4,395.1,
14,43,48,"Second of all, we believe that winter presentation of the public is a problem by the minority, i. e. all the people in the actual world in their vote. The moments that they are collected, the same old people say that they are collected, or the same old people say that they are being collected, the same old people say that they are, particularly at the majority. The same old people might have, might require certain amount of support, or some sort of systematized statistics or something like that, but we don't know the physical value of this stuff. In such a situation, the winter presentation will create drama for others in the public.",point_of_main_argument,395.1,427.1,
15,49,50,"Third of all, we believe that the only effective approach is to open the public's mouth, given that the likelihood of the public getting infected is very low. But for us, white, black, and transgender people in the public vote, we believe it's a unique opportunity to protect the most vulnerable ones.",point_of_main_argument,427.1,441.4,
