id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,0,"in government and close government are both a reality to me, and so far as number one they never explain why it's justified to just completely ban one sort of political party, since this house would ban, I think they have that burden of proof.",independent_rebuttal,0.0,10.0,
2,1,1,"But number two, I think they also, their characterization of what a racist party in the first place was also very conflictingly confusing, right?",independent_rebuttal,10.1,15.6,
3,2,4,"So let me clarify it here right now. So OG basically said, these race-based parties, they're going to be parties that basically focus on like race-based policies, like I want to advocate for black rights or that sort of thing, is what I think they're And then OOMCG came up and started talking about how it's going to be, no, it's going to be like a party that consists of one race. We think this is very conflicting in the first place, but then let's, I'm going to try to engage in both of these things to the best of my ability.",definition,15.6,36.3,
4,5,5,"So I'm going to, my argument is going to be number one, why race-based parties are good, because, and why race-based parties are uniquely good.",introduction,36.3,42.4,
5,6,9,"So who are the minority that we were talking about in the first place that we're trying so very hard to protect? Because we think race-based parties are very good, very important to these minority people. They're likely, I just said I think people are likely to be people from minority race backgrounds, people like Hispanic people, black people, Asian people, et cetera. So we think the characterization of this minority is simply there's probably less in number in the first place, especially in political environments.",point_of_main_argument,42.4,64.8,
6,10,14,"Why is this true? Simply because I think it's still only recent that these people are able to start going into policies, especially in places like the US, because there's still lots of backlash or sorts of discrimination that comes around. So the situation is only starting to get better. These people are still, it's still very hard for these people to voice that and get their opinions into these policies, and just basically, yeah, and stuff like that. So what this means is number one, they lose in numbers in these political sort of situations, and number two, they probably have less power, even if they are in these sort of parties.",point_of_main_argument,64.8,93.3,
7,15,21,"But then what happens then if government bans these sort of situations? So in the characterization where it's like a policy-focused race party. So first of all, we think it's going to be incredibly hard for these minorities to get their opinions across in the first place, because insofar as they're the minority, a side government talks a lot about how, no, it's going to, their interests are going to overlap anyways, so they're going to get their interests across. I think this is like, even if it's true to some extent, the policies that they want changed the most is likely to clash with those people who disagree with it, right? It's like, it's really unlikely, for example, that when like a huge, I think it's really unlikely that when there's one party that consists of white people, black people, and Asian people, it's really hard to agree on a single policy, for example, that's about DEI, right? Because likely the majority of people who are the white people are probably going to be against it, they're probably going to be talking about how it's unequal and stuff like that. So I don't get why their interests are, the interests that are actually really, really important that they want changed, they're able to agree on it, and how those interests overlap, and how they are able to cause change in the first place, right?",point_of_main_argument,93.3,151.1,
8,22,27,"But then number two, their characterization about like, characterization about these race-based policies are true. Then the counterfactual that they have to protect is a party that doesn't focus on race-based policies, right? So basically parties that focus on things like, I don't know, economies, diplomacy, trade, etc, right? So in that case, then I think that these race-based policies in the first place are unlikely to be prioritized, right? Most likely these parties are probably going to be pushing for those economic policies or diplomacy, like etc, and stuff like that. So in the first place, minority people who have wanted to make change in these things, their opinions are not going to be reflected, and these policy chains are likely to be about something much else.",point_of_main_argument,151.1,183.9,
9,28,36,"But then in the characterization about how it's going to be like the same race people, right? We think even this is actually even worse, right? Because we think that in a world of like, because if it's like a race-based party that consists of one race or like several races with the same minority problems, this group is like a unique way of like being able to voice that, right? Why are these parties so important? It's likely because if these people are the minority, it's really hard to voice that in the first place because they're less than a number because they're likely to be oppressed. So in order to actually make a change, they need to group together, right? Because as I've already told you, if they just go out into parties that already exist that consist of multiple races, since they are the minority, it's unlikely that their opinions are just going to be respected, or like their opinions are somehow just able to go out. It's more likely that their opinions are going to be shut down, or like they're not going to be considered. We think that these parties are just a unique way for these people to be able to actually get their opinions across, right?",point_of_main_argument,183.9,230.6,
10,37,38,"So this is the uniqueness of race-based parties that I've already told you. Despite, regardless of what sort of characterization we take, I think we can tell you that at the end of the day, it's much better that we have like a race-based party that's able to focus on race problems, or a race-based party that is able to like voice out about one race because they are able to focus on that particular problem.",point_of_main_argument,230.6,253.5,
11,39,44,"And then why do we think that race-based policies are so important in the first place, right? So because we think very often these sort of policies are connected to humanitarian concerns, things like discrimination, things like racism, things that actually impact your life, or like make your life just so much worse, or just makes it really hard to live. What do these look like? It looks like you're deprived of jobs because you're black, maybe people laugh at you behind your back because you're racist, or like it's really hard for you to get into university because they prioritize other races, that sort of thing, right? And things that actually impact your life on the long run, things like DEI policies, these have only happened because they have been focused on race-based policies. We think we can have much more on their side, right?",point_of_main_argument,253.5,289.9,
12,45,45,"I think what side of government actually had to do in this debate is say that what exactly is such a big harm that uniquely comes from these race-based political parties and why they have been bad, right?",independent_rebuttal,289.9,300.1,
13,46,49,"Because when we say, because like notice how on our side of the house we're not going to be banning like non-race-based political parties, right? They're still going to exist. We're just saying that race-based political parties is extremely unique and extremely important and we need to keep them in, that they need to exist, right? We're just saying that we should not be banning them because they takes away the voices of the minority.",point_of_comparison,300.1,320.1,
14,50,52,But then what did OG talk about in this debate? They talked about how opinions are likely to overlap. We already told you this is unlikely because how do you mean people just magically overlap on opinions when they probably clash on the most?,independent_rebuttal,320.1,329.7,
15,53,57,"But then number two, OG talked about how in the first place it's incredibly, how it's really hard to like make sure that our resources are located fairly or like how basically you just can't trust the government. They never explained why this is true. This is true because, for example, they never considered the intentions of actual politicians, politicians who might cater to like the specific personal, like who might do things like lobbying. These people have lots of different intentions. Like those are the exact reasons why these people are likely to cater to the majority or the people who have power.",independent_rebuttal,329.7,363.5,
16,58,65,"And furthermore, I think closing government also talked a lot about how if there's only one race, segregation is going to exist. Okay, let's take their best race. Segregation is going to exist, right? But then like that's going to happen anyways. I think even in this world, segregation exists, right? You see this like even in Waseda, students who come from like this country stay in this country group or like students who are like this skin tone are more likely to stay together. We think this happens all the time. Segregation is going to exist anyways.",independent_rebuttal,363.5,392.3,
17,66,72,"But then we tell you why it's going to be so much worse on their side of the house, right? Because these people who are actually oppressed are unable to have like the place to voice out. These people who come from minority groups are going to have like, they're not going to have a political party that actually reflects their interests. Because like even because basically what their side is saying is that you're going to be in a party that consists of multiple different races. You're the minority. Why do people, why are people going to respect your opinions, right? We think this isn't really hard. It's something that government really failed to prove.",point_of_comparison,392.3,431.1,
18,73,74,"For all those reasons, we think we simply protect the minority. For all those reasons, very proud to oppose.",introduction,431.1,436.2,
