id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,2,"It needs to be a re-characterization of why Asian populations happen in the developing states, because the extent the economy tells you is money, right? Obviously not true. Three levels of analysis of why people get less married in general.",introduction,0.0,13.4,
2,3,5,"One, note that high levels of education mean more people are more likely to practice their career or work properly. But two, note that there's more ways of access to forms of self-realization if you are someone born in a developed state as opposed to family. But three, note that there's a general shift from traditional values.",point_of_main_argument,13.4,27.4,
3,6,9,"Welfare here isn't a problem because it's an intuitive solution. Government has already tried to implement it a couple times over. Insofar as even if we as college students can clearly see that building more kindergartens, or giving more monies to newlywed mothers are an intuitive solution, government has already tried to implement that time and again. It doesn't work because the idea that pregnancy leads to your career stopping, or the idea that pregnancy comes with a large attack social implication of what it requires to be a parent necessarily doesn't change under their paradigm.",independent_rebuttal,27.4,57.7,
4,10,13,"So a few things into opposition, like what opposition tells you is wrong. First of all, they tell you that, hey, look, at the end of the day, we need to be able to pump money into these households. A, how much money can you give these households, or how much money can you give these individuals, when there's already really robust welfare programs because government understands that Asian populations are a very big problem, and therefore have tried to tear the solutions already, right? But note that, as I told you, that doesn't necessarily change the inherent motivations or the value shifts you see in these individuals from the get-go, right?",independent_rebuttal,57.7,88.0,
5,14,17,"But number two, that they say that, hey, we're going to encourage domestic matching apps because that's good. Number one, note that these already exist in the past. What people did in a market interest is exploit people with multiple income in domestic markets. Things like Omiai, or Miguid, or Tinder already exist within Japan or within a developed state, right?",independent_rebuttal,88.0,107.3,
6,18,18,"But two, if you're from a developed state and you're trying to date domestically, you don't want an app to meet people anyway because the proximity and accessibility of these individuals is different for you.",independent_rebuttal,107.3,117.8,
7,19,19,"But number three, even if you somehow succeed in getting married this way domestically, the problem still remains that you're less likely to have kids in general.",independent_rebuttal,117.8,124.9,
8,20,22,"Then the engagement theory argument then goes, one, there's a degree of backlash. Exactly why we need this motion. Note that I want to kind of condemn this by telling you that insofar as developed states already have a diverse array of partners working in primary industries, intermarriage is something that is essentially required for you to promote this sort of diversity or try to recognize the diversity within society.",independent_rebuttal,124.9,144.7,
9,23,25,"But number two, when they tell you that social expectations or marriage is a hybrid of social expectations, that exactly plays into our paradigm because that's why people opt into this. Note that if you flip this, that individuals who are trying to get married domestically are also subject and prey and target to these social expectations in general. Insofar as if you are an individual in a developed state, unless you have a super good career, unless you're like super fucking good looking or unless you adhere to certain conditions, it's extremely difficult for you to get married, even if you want access to an institution, which is why this international matchmaking app is a pretty good alternative for you, right?",independent_rebuttal,144.7,179.2,
10,26,28,"But number two, insofar as there's a consensus between OG and OO, then a lot of people opting into this will be lonely people with no other accessibility to this institution. I'm pretty sure the Kansans, the Paracos, the Yiddish people, because they're really worried their middle-aged son or daughter won't ever get married, right? In a society where marriage is something that is a really important construct, like Japan or like a developed state, right?",point_of_main_argument,179.2,198.2,
11,29,36,"But third of all, then there are interior engagements. This is like Kimoi, like a young pretty girl from a developed state marrying a rich old fat dude from a developed state. Right? I want to erase that image from your head for a moment and notice how it benefits all stakeholders. In the sense that one, it's good for the family of origin because you continuously get subsidized from this marriage. But two, it's good for the individual that is coming from the developing state to the developed state because they see far more harms insofar as they have access to things like wealth, but also in the state that these developing states probably also have far less checks and balances or legal enforcement of things like women's rights or domestic abuse or sexual assault. And insofar as even if you don't necessarily love your husband or love your partner, you're moving to a state which has far better protection and levers of self-realization and rights for you. But number three, it's good for the dude because if you are a lonely dude that doesn't have access to these levers of social education, at least now you have a companion that is, you know, like semi-willing to stay with you.",point_of_main_argument,198.2,256.1,
12,37,41,"I think it's important to like just touch upon a few aspects, even before you consider the state in the sense that who's going to opt into this one? Yeah, it'll be things like people like lonely, isolated individuals from middle, low-income brackets, disposable income, but no accessibility to relationships. And here's the important paradigm. This demographic continuously is getting better because of things like social networking. People are getting increasingly isolated because of the post-COVID era, social interaction aside.",point_of_main_argument,256.1,279.0,
13,42,44,"Because in general, there's, again, high social expectation when you're dating someone domestically that is from a similar society to you. But number two, there's also a general level of people who do not adhere to social expectations or values or find domestic dating to be cumbersome. Perhaps you unlock a general better level of accessibility for these people in the first place and they have more optionality as to what they can opt into, right?",point_of_main_argument,279.0,302.1,
14,45,48,"I think in general, what countries need is accessibility to a demographic of people who are willing to prioritize childbirth over other interests. And yes, this argument is sort of a two-point because it sounds like I'm advocating for the importation of brides to fill up Japan's streets. But at the end of the day, that's a unique solvency that this motion provides. And that's the paradigm that our government here in this motion has to play into, right?",point_of_main_argument,302.1,325.0,
15,49,54,"Why? One, you're innately motivated to move to better environments because there's less wealth and more oppression back home. But number two, note that there's less social expectations on marriage or social background of partners. Note here, the reason I emphasize this multiple times is because it perfectly flips the whole argumentation about how people only opt into marriage so far as you have a successful career and so on. And it's exactly because of that occupation, because of that expectation, that more people are likely to opt into this matchmaking app. But third, note that you're far more likely to have children because you probably have more conservative traditional values if you're from the home state, which doesn't have any progressive movements. Or you're probably cut off from career opportunities in the first place insofar as you are within a state that you don't speak the language of or the culture is different.",point_of_main_argument,325.0,367.9,
16,55,61,"Look, I think it's important to note that in an ideal world, there will be no glass ceiling, people will get paid leave, every state will have wealth equally in every state, there will be freedom to opt into childbirth whether or not you want to or not. And basically, in every state, self-realization is contingent on marriage. But the core reality of the situation is that, number one, insofar as an Asian population develops states, it's not social welfare that's going to cut it because of the huge risk pregnancy poses to people who want careers. But number two, it's not like opposition has a gigantic solvency for the individuals who remain oppressed or unduly harmed by the lack of enforcement of things like values or checks and balances developing states and tries to seek for better opportunities. But number three, note that at the end of the day, at least with the existence of this optionality, there's far more social utility on our side of the house because people at least have more options in order to opt into an institution or into a paradigm that they find imminently valuable. Not very proud to propose because of the light of argumentation, but still find this necessary. Thank you.",point_of_comparison,367.9,431.9,
