id,start_sentence_index,end_sentence_index,text,role,start_time,end_time,confidence
1,0,4,"So, this debate is not about whether the government commits abuse or not, commits criminal crimes or these kind of things. And then if all that the government side has to do to win this debate by saying that Russia or Putin is just evil, we all would leave this room. Because that might be a part in this debate. So, the question here of this debate is not, is Russia a good or bad, but rather this debate can conclude the debate whether or not there is an alternative or not in this debate. And then because we show that there are effective alternatives by saying that sanctions on Russia will uniquely and successfully change the condition of the world, and also the conflict between Western countries and Eastern countries, including Russia, we will debate.",introduction,0.0,62.3,
2,5,12,"So, first of all, yeah. So, let me move on to engagement with each team. So, first of all, against OO. What OO proves in this debate is that, there are things here. First of all, it is effective to capture Putin and then we imprison him at one place or somewhere. And also, we can conduct execution for the family of Putin. It's so valuable in this debate. However, they are less meaningful in this debate coming from OO.",independent_rebuttal,63.2,103.3,
3,13,17,"We OO successfully built the horizon extension by saying that there are some alternatives, for example, economic sanctions, which effectively affect the domestic economic situation, and then the justification of the Putin regime itself. First of all, the support base in Russia is farmers, and also the manufacturing industry, or the energy industry. And then, if we expose the sanction on these industries, these people are directly affected. And then, there appears the doubts of the justification of Putin regime. And then, this is the first reason why economic sanctions is effective.",point_of_main_argument,104.3,175.3,
4,18,20,"And then, another reason here is that it's a peaceful way to change the dictatorship, because the government's bench tried to push the metric, the number of people who are going to be killed in the Ukraine war, or another war caused by Russia. Compared with that, we think economic sanctions is going to be much safer and a peaceful way for both sides, both stakeholders, Western countries and Russia, and also the domestic people in Russia. Therefore, considering the number of people who are saved by the sanctions, our side can take that point.",point_of_comparison,176.5,238.1,
5,21,28,"And then, let's move on to the government's bench. Let's take the government's EOP in this way. First of all, why is it justified to assassinate Putin? And then, the next is why alternatives do not work in this way. And then, lastly, even if assassination is justified, it is going to be successful, or it is much more effective in this debate. So, let's check one by one. At the first level, about the justification, I don't think the government's bench does not successfully approve this point, because what the government's side justified in this debate is that the first is the urgency, and then the next is war is expensive, and lastly, there are no alternatives in this debate.",independent_rebuttal,238.5,292.7,
6,29,30,"Because, first of all, about the urgency, in both sides of the house, what I note here is that in both sides of the house, there are many disputes or conflicts between Western countries and Eastern countries, including Russia. Therefore, even if we consider the urgency of the execution, not execution, but assassination, there is less importance of the urgency of the problem so far in this side of the house.",independent_rebuttal,294.2,327.9,
7,31,34,"And also, considering the expensive war, I don't think it is not the justification to this point, because assassination in Russia and Ukraine will affect the… Last chance. No, thank you. This is an economic status in this debate, so it will affect the justification of Putin's regime. So, that's the opposite.",independent_rebuttal,328.2,359.9,
8,35,36,"And lastly, about the alternatives, this is about the second point. I think the CEO uniquely showed this point, because if sanctions are conducted, Putin's regime will have less power in Russia, by the reason which my partner Noah already told you.",independent_rebuttal,360.5,393.6,
9,37,40,"And then lastly, even if it is justified, whether or not it is going to be successful, this is very doubtful in this debate. So, let's think about what if we assassinate President Trump, Obama, George Bush, they caused some wars in the past. So, what we know here is that it is going to be a nuclear war. The Vice President will take over this point, or there will be retaliation from NATO or the US.",independent_rebuttal,394.0,431.3,
10,41,43,"So, therefore, for those reasons, at the best case of the government bench, our health sanctions are more effective and peaceful. So, therefore, for those reasons, we beat the GOP on the government side. Thank you.",point_of_comparison,431.3,448.0,
